Time (day), Net assimilation rate (mol.m-1.day-1), Elapsed assimilation rate (mol.m-2), Canopy conductance (mol.m-2.day-1), Evapo/Transpiration (mol.m-2.day-1), Cumulative evapo/transpiration (mol.m-2), leaf area index (m2.m-2),Air temperature (oC), Daily mean temperature (oC), Daily highest temperature (oC), Daily lowest temperature (oC), Elapsed thermal time (days), Elapased thermal time (hours), Relative Humidity, Leaf biomass (g.m-2), Stem biomass (g.m-2), Standing dead (g.m-2), Surface litter dead (g.m-2), Seed (g.m-2), Pod (g.m-2), Structual root (g.m-2), Fine root (g.m-2), Storage (g.m-2), Root dead material (g.m-2)
161.0,0.5973520271753827,10.195286134963688,0.0,-3.117851904764359,-96.20638771890209,7.171115461497922,9.0,19.72944341552472,28.323961659664647,11.134925171384793,153.61458333333334,3686.75,60.0,228.91745041733188,11.643736234696494,0.0,4.778737294771065,0.0,0.0,1.9812713529926018,0.0,0.0,0.0
162.0,0.7137001314467882,10.908986266410476,0.0,-3.5027472833730355,-99.70913500227513,7.269401926730195,11.649999999999999,19.924519273634175,28.571057746603287,11.277980800665063,167.01666666666668,4008.4000000000005,60.0,237.90564066897065,14.893943627881571,0.0,5.831757566690792,0.0,0.0,1.976562785013052,0.0,0.0,0.0
163.0,0.12740289203017185,11.036389158440649,0.0,-3.494128275095714,-103.20326327737085,7.143495724368304,10.649999999999999,20.11665428249418,28.814428757825965,11.4188798071624,178.39375,4281.450000000001,60.0,238.60396349496781,15.474213336424794,0.0,6.926123513768056,0.0,0.0,1.975235297559139,0.0,0.0,0.0
164.0,0.4735396468562522,11.509928805296902,0.0,-3.5155285643501917,-106.71879184172104,7.228364886965257,7.4,20.305791508355007,29.054002577249676,11.557580439460338,184.82291666666669,4435.75,60.0,244.16881590081306,17.630754250008096,0.0,8.023701745844908,0.0,0.0,1.9719129283450822,0.0,0.0,0.0
165.0,0.34099692878059645,11.850925734077498,0.0,-3.5056487814144837,-110.22444062313552,7.2668694103766365,7.800000000000001,20.491874905774708,29.289708213981296,11.69404159756812,190.41875000000002,4570.05,60.0,247.84334744272596,19.18370907396201,0.0,9.146878298988648,0.0,0.0,1.969355588866637,0.0,0.0,0.0
166.0,0.5629881730485716,12.41391390712607,0.0,-3.4993943784930908,-113.72383500162861,7.387589226668238,8.65,20.67484933422662,29.52147582335372,11.828222845099523,196.63333333333335,4719.200000000001,60.0,254.62413471110042,21.747589130042016,0.0,10.286957697225187,0.0,0.0,1.9655193643974707,0.0,0.0,0.0
167.0,-0.07610327777266862,12.3378106293534,0.0,-3.4792242193448053,-117.20305922097342,7.224198331388703,11.0,20.854660574438686,29.749236727622336,11.960084421255036,204.78333333333336,4914.800000000001,60.0,252.3824555040699,21.401112119514337,0.0,11.458228716896249,0.0,0.0,1.9653682870824902,0.0,0.0,0.0
168.0,0.20103236623030474,12.538842995583705,0.0,-3.4998798985253607,-120.70293911949878,7.14486497941438,10.4,21.031255344459783,29.972923436315725,12.089587252603842,215.6854166666667,5176.450000000001,60.0,254.05006457741288,22.316682388894137,0.0,12.61918801221497,0.0,0.0,1.9636197268882898,0.0,0.0,0.0
169.0,0.42409864002450587,12.96294163560821,0.0,-3.5105710033669544,-124.21351012286573,7.147500420086744,9.55,21.20458131544833,30.19246966623455,12.216692964662109,227.37708333333336,5457.050000000001,60.0,258.84828575098766,24.248073501388095,0.0,13.787818309271069,0.0,0.0,1.9605858420936488,0.0,0.0,0.0
170.0,0.5008329375543937,13.463774573162604,0.0,-3.5089034967318007,-127.72241361959753,7.1795026741070815,10.149999999999999,21.374587127178437,30.407810361092686,12.341363893264187,239.1479166666667,5739.550000000001,60.0,264.703997108395,26.52890459321229,0.0,14.978520423725612,0.0,0.0,1.9571105383766865,0.0,0.0,0.0
