date	time	Temperature	Relative_humidity	Predicted_PAR
2015/1/12	5	5.7	60	0
2015/1/12	6	6.1	60	0
2015/1/12	7	6	60	0
2015/1/12	8	6	60	0
2015/1/12	9	6.4	60	7.45
2015/1/12	10	6.4	60	17.61
2015/1/12	11	6.5	60	22.81
2015/1/12	12	6.7	60	18.07
2015/1/12	13	6.7	60	63.91
2015/1/12	14	7.1	60	45.84
2015/1/12	15	7.6	60	25.52
2015/1/12	16	7.8	60	1.81
2015/1/12	17	7.5	60	0
2015/1/12	18	6.9	60	0
2015/1/12	19	6.9	60	0
2015/1/12	20	6.4	60	0
2015/1/12	21	6	60	0
2015/1/12	22	5.8	60	0
2015/1/12	23	5.3	60	0
2015/1/13	0	5.1	60	0
2015/1/13	1	4.8	60	0
2015/1/13	2	4.1	60	0
2015/1/13	3	3.5	60	0
2015/1/13	4	3.1	60	0
2015/1/13	5	3.2	60	0
2015/1/13	6	3.4	60	0
2015/1/13	7	3.7	60	0
2015/1/13	8	4.2	60	0
2015/1/13	9	4.4	60	10.84
2015/1/13	10	4.4	60	34.1
2015/1/13	11	4.4	60	60.52
2015/1/13	12	5	60	131.21
2015/1/13	13	5.8	60	162.6
2015/1/13	14	6.2	60	112.69
2015/1/13	15	3.7	60	52.17
2015/1/13	16	3.1	60	3.84
2015/1/13	17	2.4	60	0
2015/1/13	18	2.1	60	0
2015/1/13	19	1.6	60	0
2015/1/13	20	1.6	60	0
2015/1/13	21	2.4	60	0
2015/1/13	22	3.2	60	0
2015/1/13	23	2.8	60	0
2015/1/14	0	3.1	60	0
2015/1/14	1	3.6	60	0
2015/1/14	2	2.9	60	0
2015/1/14	3	2.3	60	0
2015/1/14	4	2.2	60	0
2015/1/14	5	2.2	60	0
2015/1/14	6	1.8	60	0
2015/1/14	7	2	60	0
2015/1/14	8	0.9	60	0
2015/1/14	9	0.5	60	12.42
2015/1/14	10	0.4	60	84.01
2015/1/14	11	0.7	60	155.6
2015/1/14	12	1.2	60	253.61
2015/1/14	13	2.1	60	136.63
2015/1/14	14	2	60	125.34
2015/1/14	15	2.5	60	86.72
2015/1/14	16	2.4	60	0
2015/1/14	17	1.6	60	0
2015/1/14	18	1.8	60	0
2015/1/14	19	1.8	60	0
2015/1/14	20	1.6	60	0
2015/1/14	21	1.6	60	0
2015/1/14	22	1.4	60	0
2015/1/14	23	1.4	60	0
2015/1/15	0	1.5	60	0
2015/1/15	1	1.6	60	0
2015/1/15	2	1.8	60	0
2015/1/15	3	1.6	60	0
2015/1/15	4	1.7	60	0
2015/1/15	5	1.8	60	0
2015/1/15	6	2	60	0
2015/1/15	7	2	60	0
2015/1/15	8	2.2	60	0
2015/1/15	9	2.5	60	8.36
2015/1/15	10	3	60	32.07
2015/1/15	11	3.8	60	44.71
2015/1/15	12	4.5	60	69.1
2015/1/15	13	5.3	60	28.68
2015/1/15	14	6.7	60	25.52
2015/1/15	15	6.7	60	23.71
2015/1/15	16	6.7	60	4.52
2015/1/15	17	6.3	60	0
2015/1/15	18	5.7	60	0
2015/1/15	19	5.5	60	0
2015/1/15	20	5.9	60	0
2015/1/15	21	5.4	60	0
2015/1/15	22	5.6	60	0
2015/1/15	23	5.7	60	0
2015/1/16	0	5.4	60	0
2015/1/16	1	5.6	60	0
2015/1/16	2	5.4	60	0
2015/1/16	3	5.7	60	0
2015/1/16	4	4.9	60	0
2015/1/16	5	5.4	60	0
2015/1/16	6	5.7	60	0
2015/1/16	7	5.6	60	0
2015/1/16	8	6.4	60	0
2015/1/16	9	6.5	60	39.97
2015/1/16	10	6.6	60	117.66
2015/1/16	11	5.5	60	99.82
2015/1/16	12	5.7	60	247.74
2015/1/16	13	6.1	60	370.59
2015/1/16	14	6	60	170.96
2015/1/16	15	5.7	60	91.01
2015/1/16	16	4.6	60	2.26
2015/1/16	17	3.8	60	0
2015/1/16	18	3.6	60	0
2015/1/16	19	3.2	60	0
2015/1/16	20	2.4	60	0
2015/1/16	21	2.1	60	0
2015/1/16	22	1.7	60	0
2015/1/16	23	1.5	60	0
2015/1/17	0	1.5	60	0
2015/1/17	1	1.8	60	0
2015/1/17	2	2	60	0
2015/1/17	3	1	60	0
2015/1/17	4	0.7	60	0
2015/1/17	5	0.4	60	0
2015/1/17	6	0.4	60	0
2015/1/17	7	0.6	60	0
2015/1/17	8	0.6	60	0
2015/1/17	9	0.9	60	31.16
2015/1/17	10	1.2	60	176.83
2015/1/17	11	2.2	60	366.3
2015/1/17	12	3.6	60	428.41
2015/1/17	13	4.7	60	408.53
2015/1/17	14	5.1	60	303.75
2015/1/17	15	4.2	60	93.27
2015/1/17	16	3.2	60	2.71
2015/1/17	17	2.6	60	0
2015/1/17	18	2	60	0
2015/1/17	19	1.5	60	0
2015/1/17	20	1.6	60	0
2015/1/17	21	1.4	60	0
2015/1/17	22	1.5	60	0
2015/1/17	23	1.4	60	0
2015/1/18	0	1.6	60	0
2015/1/18	1	1.5	60	0
2015/1/18	2	1.4	60	0
2015/1/18	3	1.3	60	0
2015/1/18	4	1.4	60	0
2015/1/18	5	1.3	60	0
2015/1/18	6	1.2	60	0
2015/1/18	7	0.9	60	0
2015/1/18	8	0.8	60	0
2015/1/18	9	1.3	60	21.23
2015/1/18	10	1.5	60	60.07
2015/1/18	11	1.7	60	84.01
2015/1/18	12	1.8	60	79.72
2015/1/18	13	2.2	60	258.35
2015/1/18	14	2.3	60	152.44
2015/1/18	15	1.8	60	53.07
2015/1/18	16	1.9	60	0
2015/1/18	17	1.7	60	0
2015/1/18	18	1.4	60	0
2015/1/18	19	1.3	60	0
2015/1/18	20	0.7	60	0
2015/1/18	21	0.8	60	0
2015/1/18	22	1	60	0
2015/1/18	23	1	60	0
2015/1/19	0	1	60	0
2015/1/19	1	1	60	0
2015/1/19	2	0.8	60	0
2015/1/19	3	0.7	60	0
2015/1/19	4	0.4	60	0
2015/1/19	5	0.1	60	0
2015/1/19	6	-0.1	60	0
2015/1/19	7	-0.6	60	0
2015/1/19	8	-0.5	60	0
2015/1/19	9	-0.4	60	11.29
2015/1/19	10	-0.4	60	52.84
2015/1/19	11	-0.1	60	119.24
2015/1/19	12	0.1	60	188.12
2015/1/19	13	0.7	60	189.7
2015/1/19	14	1.2	60	121.95
2015/1/19	15	1.3	60	22.58
2015/1/19	16	1.2	60	0
2015/1/19	17	0.6	60	0
2015/1/19	18	0	60	0
2015/1/19	19	0	60	0
2015/1/19	20	0	60	0
2015/1/19	21	-0.1	60	0
2015/1/19	22	0	60	0
2015/1/19	23	0	60	0
2015/1/20	0	0	60	0
2015/1/20	1	0.1	60	0
2015/1/20	2	0.1	60	0
2015/1/20	3	0	60	0
2015/1/20	4	0	60	0
2015/1/20	5	0	60	0
2015/1/20	6	0	60	0
2015/1/20	7	0	60	0
2015/1/20	8	0	60	0
2015/1/20	9	0	60	24.16
2015/1/20	10	0	60	66.85
2015/1/20	11	0.1	60	111.56
2015/1/20	12	0.2	60	155.37
2015/1/20	13	0.3	60	118.34
2015/1/20	14	0.2	60	86.95
2015/1/20	15	0.1	60	36.13
2015/1/20	16	0.1	60	1.13
2015/1/20	17	0	60	0
2015/1/20	18	0	60	0
2015/1/20	19	0	60	0
2015/1/20	20	0	60	0
2015/1/20	21	0	60	0
2015/1/20	22	0	60	0
2015/1/20	23	-0.1	60	0
2015/1/21	0	-0.2	60	0
2015/1/21	1	-0.4	60	0
2015/1/21	2	-0.3	60	0
2015/1/21	3	-0.4	60	0
2015/1/21	4	-0.6	60	0
2015/1/21	5	-1.4	60	0
2015/1/21	6	-1.6	60	0
2015/1/21	7	-2.2	60	0
2015/1/21	8	-2.7	60	0
2015/1/21	9	-3.2	60	46.52
2015/1/21	10	-3.4	60	140.92
2015/1/21	11	-3	60	230.35
2015/1/21	12	-3	60	257.68
2015/1/21	13	-2.9	60	175.02
2015/1/21	14	-2.2	60	212.51
2015/1/21	15	-2	60	70.01
2015/1/21	16	-1.7	60	4.29
2015/1/21	17	-1.8	60	0
2015/1/21	18	-1.8	60	0
2015/1/21	19	-1.5	60	0
2015/1/21	20	-1.1	60	0
2015/1/21	21	-1	60	0
2015/1/21	22	-1.2	60	0
2015/1/21	23	-1.4	60	0
2015/1/22	0	-1.5	60	0
2015/1/22	1	-1.6	60	0
2015/1/22	2	-1.6	60	0
2015/1/22	3	-2	60	0
2015/1/22	4	-1.6	60	0
2015/1/22	5	-1.3	60	0
2015/1/22	6	-1.1	60	0
2015/1/22	7	-1	60	0
2015/1/22	8	-1	60	0
2015/1/22	9	-1	60	25.07
2015/1/22	10	-1.2	60	72.72
2015/1/22	11	-1.4	60	153.57
2015/1/22	12	-1.2	60	225.16
2015/1/22	13	-1	60	128.27
2015/1/22	14	-0.9	60	99.59
2015/1/22	15	-0.8	60	47.2
2015/1/22	16	-1.1	60	1.81
2015/1/22	17	-1.2	60	0
2015/1/22	18	-1.3	60	0
2015/1/22	19	-1.3	60	0
2015/1/22	20	-1.6	60	0
2015/1/22	21	-1.8	60	0
2015/1/22	22	-2.1	60	0
2015/1/22	23	-2.4	60	0
2015/1/23	0	-2.9	60	0
2015/1/23	1	-2.9	60	0
2015/1/23	2	-2.7	60	0
2015/1/23	3	-2.6	60	0
2015/1/23	4	-2.6	60	0
2015/1/23	5	-2.9	60	0
2015/1/23	6	-3	60	0
2015/1/23	7	-3.4	60	0
2015/1/23	8	-3.5	60	0
2015/1/23	9	-3.5	60	41.33
2015/1/23	10	-3.3	60	126.92
2015/1/23	11	-3.2	60	204.6
2015/1/23	12	-3.1	60	254.97
2015/1/23	13	-3	60	245.03
2015/1/23	14	-2.8	60	177.73
2015/1/23	15	-2.6	60	146.57
2015/1/23	16	-2.7	60	21.68
2015/1/23	17	-2.9	60	0
2015/1/23	18	-3	60	0
2015/1/23	19	-3	60	0
2015/1/23	20	-2.5	60	0
2015/1/23	21	-1.9	60	0
2015/1/23	22	-1.3	60	0
2015/1/23	23	-1.7	60	0
2015/1/24	0	-1.9	60	0
2015/1/24	1	-2	60	0
2015/1/24	2	-2.2	60	0
2015/1/24	3	-2.4	60	0
2015/1/24	4	-2.7	60	0
2015/1/24	5	-2.6	60	0
2015/1/24	6	-2.7	60	0
2015/1/24	7	-2.5	60	0
2015/1/24	8	-2.1	60	0
2015/1/24	9	-1.9	60	31.84
2015/1/24	10	-1.5	60	74.3
2015/1/24	11	-0.9	60	168.92
2015/1/24	12	-0.3	60	238.03
2015/1/24	13	0.6	60	291.78
2015/1/24	14	1.7	60	349.82
2015/1/24	15	2	60	198.28
2015/1/24	16	1.6	60	25.97
2015/1/24	17	1	60	0
2015/1/24	18	0.8	60	0
2015/1/24	19	0.3	60	0
2015/1/24	20	0.2	60	0
2015/1/24	21	1.3	60	0
2015/1/24	22	0.5	60	0
2015/1/24	23	0	60	0
2015/1/25	0	0	60	0
2015/1/25	1	-0.3	60	0
2015/1/25	2	-0.1	60	0
2015/1/25	3	0.6	60	0
2015/1/25	4	1.4	60	0
2015/1/25	5	1.2	60	0
2015/1/25	6	0.9	60	0
2015/1/25	7	1	60	0
2015/1/25	8	0.9	60	2.26
2015/1/25	9	0.1	60	119.69
2015/1/25	10	0.7	60	311.88
2015/1/25	11	0.3	60	359.98
2015/1/25	12	2.1	60	571.58
2015/1/25	13	3.2	60	478.77
2015/1/25	14	4.4	60	369.01
2015/1/25	15	4.1	60	172.76
2015/1/25	16	3.7	60	31.39
2015/1/25	17	2.5	60	0
2015/1/25	18	2.6	60	0
2015/1/25	19	2.8	60	0
2015/1/25	20	2.2	60	0
2015/1/25	21	2.2	60	0
2015/1/25	22	2.1	60	0
2015/1/25	23	2	60	0
2015/1/26	0	2	60	0
2015/1/26	1	2.1	60	0
2015/1/26	2	2.5	60	0
2015/1/26	3	2.4	60	0
2015/1/26	4	2.5	60	0
2015/1/26	5	2.6	60	0
2015/1/26	6	2.6	60	0
2015/1/26	7	2.7	60	0
2015/1/26	8	2.9	60	1.13
2015/1/26	9	2.9	60	28.68
2015/1/26	10	3	60	70.46
2015/1/26	11	3.1	60	79.04
2015/1/26	12	3.2	60	74.52
2015/1/26	13	3.5	60	78.82
2015/1/26	14	3.8	60	80.17
2015/1/26	15	4.5	60	76.78
2015/1/26	16	4.3	60	17.39
2015/1/26	17	3.8	60	0
2015/1/26	18	2.8	60	0
2015/1/26	19	2.4	60	0
2015/1/26	20	2.1	60	0
2015/1/26	21	2.3	60	0
2015/1/26	22	2.4	60	0
2015/1/26	23	2.7	60	0
2015/1/27	0	2.8	60	0
2015/1/27	1	2.7	60	0
2015/1/27	2	2.6	60	0
2015/1/27	3	2.5	60	0
2015/1/27	4	2.1	60	0
2015/1/27	5	1.7	60	0
2015/1/27	6	1.4	60	0
2015/1/27	7	1.5	60	0
2015/1/27	8	1.3	60	8.81
2015/1/27	9	1.6	60	196.93
2015/1/27	10	2	60	223.35
2015/1/27	11	2.2	60	234.19
2015/1/27	12	3.2	60	553.07
2015/1/27	13	4.2	60	551.94
2015/1/27	14	4.4	60	428.86
2015/1/27	15	4.2	60	218.83
2015/1/27	16	3.1	60	25.52
2015/1/27	17	2.4	60	0
2015/1/27	18	2.1	60	0
2015/1/27	19	2.2	60	0
2015/1/27	20	2	60	0
2015/1/27	21	2.7	60	0
2015/1/27	22	3.8	60	0
2015/1/27	23	4	60	0
2015/1/28	0	4	60	0
2015/1/28	1	4.3	60	0
2015/1/28	2	4.5	60	0
2015/1/28	3	4.6	60	0
2015/1/28	4	4.6	60	0
2015/1/28	5	4.6	60	0
2015/1/28	6	4.7	60	0
2015/1/28	7	4.7	60	0
2015/1/28	8	4.7	60	0
2015/1/28	9	4.8	60	27.78
2015/1/28	10	4.8	60	93.95
2015/1/28	11	5	60	86.04
2015/1/28	12	4.6	60	52.39
2015/1/28	13	4.3	60	80.85
2015/1/28	14	4	60	60.52
2015/1/28	15	4	60	28.91
2015/1/28	16	4	60	3.61
2015/1/28	17	3.6	60	0
2015/1/28	18	3.3	60	0
2015/1/28	19	3.2	60	0
2015/1/28	20	2.8	60	0
2015/1/28	21	2.8	60	0
2015/1/28	22	1.2	60	0
2015/1/28	23	0.7	60	0
2015/1/29	0	1.4	60	0
2015/1/29	1	0.6	60	0
2015/1/29	2	0.9	60	0
2015/1/29	3	1.1	60	0
2015/1/29	4	0.7	60	0.23
2015/1/29	5	0	60	0
2015/1/29	6	0.1	60	0
2015/1/29	7	0.5	60	0
2015/1/29	8	0.4	60	10.84
2015/1/29	9	0.3	60	128.72
2015/1/29	10	0.5	60	287.71
2015/1/29	11	0.3	60	296.74
2015/1/29	12	0.6	60	274.39
2015/1/29	13	0.6	60	188.8
2015/1/29	14	0	60	242.77
2015/1/29	15	0.3	60	136.4
2015/1/29	16	0	60	40.42
2015/1/29	17	-0.9	60	0
2015/1/29	18	-1.3	60	0
2015/1/29	19	-0.9	60	0
2015/1/29	20	-0.3	60	0
2015/1/29	21	-0.1	60	0
2015/1/29	22	0	60	0
2015/1/29	23	-0.2	60	0
2015/1/30	0	-0.3	60	0
2015/1/30	1	-0.7	60	0
2015/1/30	2	-0.4	60	0
2015/1/30	3	-0.3	60	0
2015/1/30	4	-0.4	60	0
2015/1/30	5	-0.5	60	0
2015/1/30	6	-0.8	60	0
2015/1/30	7	-0.4	60	0
2015/1/30	8	-0.6	60	1.35
2015/1/30	9	-0.6	60	68.88
2015/1/30	10	-0.6	60	225.61
2015/1/30	11	-0.2	60	369.46
2015/1/30	12	0.2	60	352.53
2015/1/30	13	0.7	60	287.71
2015/1/30	14	1	55.3	292.23
2015/1/30	15	0.8	82.5	195.35
2015/1/30	16	-0.4	82.7	9.71
2015/1/30	17	-1.4	87.2	0
2015/1/30	18	-2.1	90.9	0
2015/1/30	19	-2.1	92.3	0
2015/1/30	20	-2.8	92.4	0
2015/1/30	21	-3.3	94.1	0
2015/1/30	22	-3.1	94.9	0
2015/1/30	23	-4	94.1	0
2015/1/31	0	-5.4	93.6	0
2015/1/31	1	-5.2	95.2	0
2015/1/31	2	-3.5	95.6	0
2015/1/31	3	-3.4	94.9	0
2015/1/31	4	-3.5	94.7	0
2015/1/31	5	-4.1	94.3	0
2015/1/31	6	-4.2	94.8	0
2015/1/31	7	-4.4	94.4	0
2015/1/31	8	-4.4	94.2	0.9
2015/1/31	9	-3.6	95	63.46
2015/1/31	10	-2.3	94.9	133.47
2015/1/31	11	-1.6	94.7	476.96
2015/1/31	12	-0.4	93.7	467.47
2015/1/31	13	-0.1	93.6	240.29
2015/1/31	14	0.1	92.8	222.45
2015/1/31	15	0.4	91.8	100.5
2015/1/31	16	0.4	90.8	5.42
2015/1/31	17	0.3	89.2	0
2015/1/31	18	0.1	89.8	0
2015/1/31	19	-0.1	89.9	0
2015/1/31	20	0.3	88.3	0
2015/1/31	21	0.4	88.6	0
2015/1/31	22	0.5	88.8	0
2015/1/31	23	0.4	89	0
2015/2/1	0	0.4	88.1	0
2015/2/1	1	0.2	86	0
2015/2/1	2	0.7	79.4	0
2015/2/1	3	0.4	79.7	0
2015/2/1	4	0.3	78.9	0
2015/2/1	5	-0.1	78.4	0
2015/2/1	6	-1	80.8	0
2015/2/1	7	-1.5	82.8	0
2015/2/1	8	-1.1	83.1	3.61
2015/2/1	9	-1.1	86.6	111.34
2015/2/1	10	-0.4	82.5	401.53
2015/2/1	11	0.6	75.9	355.01
2015/2/1	12	0.9	74.8	336.27
2015/2/1	13	1.1	73.8	408.98
2015/2/1	14	0.8	79.5	342.14
2015/2/1	15	0.4	81.8	114.05
2015/2/1	16	0.4	82.6	88.75
2015/2/1	17	-0.2	85.5	1.81
2015/2/1	18	-0.6	86.4	0
2015/2/1	19	-0.7	87.9	0
2015/2/1	20	-1	88.1	0
2015/2/1	21	-1	88.1	0
2015/2/1	22	-0.7	85	0
2015/2/1	23	-0.8	86.6	0
2015/2/2	0	-1.1	86.9	0
2015/2/2	1	-1.3	85.5	0
2015/2/2	2	-1.4	87.5	0
2015/2/2	3	-1.6	92	0
2015/2/2	4	-1.6	93.6	0
2015/2/2	5	-1.6	93.8	0
2015/2/2	6	-1.7	93.7	0
2015/2/2	7	-2	92.2	0
2015/2/2	8	-2.2	93.5	7.68
2015/2/2	9	-2.4	93	82.2
2015/2/2	10	-1.7	92.4	177.05
2015/2/2	11	-1.3	92.6	241.87
2015/2/2	12	-1	92.1	332.2
2015/2/2	13	-0.5	87.3	347.56
