date	time	Temp	Relative_humidity	PPFD
2012/1/5	0	4.5	94.8	0.00 
2012/1/5	1	4.4	95.2	0.00 
2012/1/5	2	4.4	95.5	0.00 
2012/1/5	3	4.4	96.2	0.00 
2012/1/5	4	3.8	95.4	0.00 
2012/1/5	5	3.5	96.9	0.00 
2012/1/5	6	4.3	97.5	0.00 
2012/1/5	7	3.1	97.2	0.46 
2012/1/5	8	3.6	95.4	0.46 
2012/1/5	9	4.2	93.7	10.11 
2012/1/5	10	4.3	90.9	54.47 
2012/1/5	11	4.6	90.2	129.38 
2012/1/5	12	4.9	90.1	112.38 
2012/1/5	13	4.4	92.8	62.74 
2012/1/5	14	3.2	94.9	55.61 
2012/1/5	15	3.6	96.4	15.63 
2012/1/5	16	3.9	96.5	0.69 
2012/1/5	17	3	95.4	0.00 
2012/1/5	18	0.9	97.5	0.00 
2012/1/5	19	1.4	97.7	0.00 
2012/1/5	20	1.3	96.6	0.00 
2012/1/5	21	1.1	94.8	0.00 
2012/1/5	22	0.9	93.6	0.00 
2012/1/5	23	0.8	93.2	0.00 
2012/1/5	0	4.5	94.8	0.00 
2012/1/5	1	4.4	95.2	0.00 
2012/1/5	2	4.4	95.5	0.00 
2012/1/5	3	4.4	96.2	0.00 
2012/1/5	4	3.8	95.4	0.00 
2012/1/5	5	3.5	96.9	0.00 
2012/1/5	6	4.3	97.5	0.00 
2012/1/5	7	3.1	97.2	0.46 
2012/1/5	8	3.6	95.4	0.46 
2012/1/5	9	4.2	93.7	10.11 
2012/1/5	10	4.3	90.9	54.47 
2012/1/5	11	4.6	90.2	129.38 
2012/1/5	12	4.9	90.1	112.38 
2012/1/5	13	4.4	92.8	62.74 
2012/1/5	14	3.2	94.9	55.61 
2012/1/5	15	3.6	96.4	15.63 
2012/1/5	16	3.9	96.5	0.69 
2012/1/5	17	3	95.4	0.00 
2012/1/5	18	0.9	97.5	0.00 
2012/1/5	19	1.4	97.7	0.00 
2012/1/5	20	1.3	96.6	0.00 
2012/1/5	21	1.1	94.8	0.00 
2012/1/5	22	0.9	93.6	0.00 
2012/1/5	23	0.8	93.2	0.00 
2012/1/5	0	4.5	94.8	0.00 
2012/1/5	1	4.4	95.2	0.00 
2012/1/5	2	4.4	95.5	0.00 
2012/1/5	3	4.4	96.2	0.00 
2012/1/5	4	3.8	95.4	0.00 
2012/1/5	5	3.5	96.9	0.00 
2012/1/5	6	4.3	97.5	0.00 
2012/1/5	7	3.1	97.2	0.46 
2012/1/5	8	3.6	95.4	0.46 
2012/1/5	9	4.2	93.7	10.11 
2012/1/5	10	4.3	90.9	54.47 
2012/1/5	11	4.6	90.2	129.38 
2012/1/5	12	4.9	90.1	112.38 
2012/1/5	13	4.4	92.8	62.74 
2012/1/5	14	3.2	94.9	55.61 
2012/1/5	15	3.6	96.4	15.63 
2012/1/5	16	3.9	96.5	0.69 
2012/1/5	17	3	95.4	0.00 
2012/1/5	18	0.9	97.5	0.00 
2012/1/5	19	1.4	97.7	0.00 
2012/1/5	20	1.3	96.6	0.00 
2012/1/5	21	1.1	94.8	0.00 
2012/1/5	22	0.9	93.6	0.00 
2012/1/5	23	0.8	93.2	0.00 
2012/1/5	0	4.5	94.8	0.00 
2012/1/5	1	4.4	95.2	0.00 
2012/1/5	2	4.4	95.5	0.00 
2012/1/5	3	4.4	96.2	0.00 
2012/1/5	4	3.8	95.4	0.00 
2012/1/5	5	3.5	96.9	0.00 
2012/1/5	6	4.3	97.5	0.00 
2012/1/5	7	3.1	97.2	0.46 
2012/1/5	8	3.6	95.4	0.46 
2012/1/5	9	4.2	93.7	10.11 
2012/1/5	10	4.3	90.9	54.47 
2012/1/5	11	4.6	90.2	129.38 
2012/1/5	12	4.9	90.1	112.38 
2012/1/5	13	4.4	92.8	62.74 
2012/1/5	14	3.2	94.9	55.61 
2012/1/5	15	3.6	96.4	15.63 
2012/1/5	16	3.9	96.5	0.69 
2012/1/5	17	3	95.4	0.00 
2012/1/5	18	0.9	97.5	0.00 
2012/1/5	19	1.4	97.7	0.00 
2012/1/5	20	1.3	96.6	0.00 
2012/1/5	21	1.1	94.8	0.00 
2012/1/5	22	0.9	93.6	0.00 
2012/1/5	23	0.8	93.2	0.00 
2012/1/5	0	4.5	94.8	0.00 
2012/1/5	1	4.4	95.2	0.00 
2012/1/5	2	4.4	95.5	0.00 
2012/1/5	3	4.4	96.2	0.00 
2012/1/5	4	3.8	95.4	0.00 
2012/1/5	5	3.5	96.9	0.00 
2012/1/5	6	4.3	97.5	0.00 
2012/1/5	7	3.1	97.2	0.46 
2012/1/5	8	3.6	95.4	0.46 
2012/1/5	9	4.2	93.7	10.11 
2012/1/5	10	4.3	90.9	54.47 
2012/1/5	11	4.6	90.2	129.38 
2012/1/5	12	4.9	90.1	112.38 
2012/1/5	13	4.4	92.8	62.74 
2012/1/5	14	3.2	94.9	55.61 
2012/1/5	15	3.6	96.4	15.63 
2012/1/5	16	3.9	96.5	0.69 
2012/1/5	17	3	95.4	0.00 
2012/1/5	18	0.9	97.5	0.00 
2012/1/5	19	1.4	97.7	0.00 
2012/1/5	20	1.3	96.6	0.00 
2012/1/5	21	1.1	94.8	0.00 
2012/1/5	22	0.9	93.6	0.00 
2012/1/5	23	0.8	93.2	0.00 
2012/1/6	0	0.6	93	0.00 
2012/1/6	1	0.3	91.4	0.00 
2012/1/6	2	0.1	90.8	0.00 
2012/1/6	3	0.1	88.8	0.00 
2012/1/6	4	-0.3	88.6	0.00 
2012/1/6	5	-0.6	88.8	0.00 
2012/1/6	6	-0.6	87.9	0.00 
2012/1/6	7	-0.9	87.6	0.00 
2012/1/6	8	-1	88.6	0.00 
2012/1/6	9	-0.8	88.5	45.96 
2012/1/6	10	0.3	87.6	254.17 
2012/1/6	11	1.3	84.1	331.62 
2012/1/6	12	2.4	77.9	348.39 
2012/1/6	13	2.6	78.7	304.73 
2012/1/6	14	2.7	82.1	211.43 
2012/1/6	15	2.4	84	80.20 
2012/1/6	16	1.6	86.8	2.07 
2012/1/6	17	1.3	89.6	0.00 
2012/1/6	18	1.8	90.9	0.00 
2012/1/6	19	1.8	93.3	0.00 
2012/1/6	20	2.3	94	0.00 
2012/1/6	21	2.6	92.8	0.00 
2012/1/6	22	2.8	90.7	0.00 
2012/1/6	23	2.8	91.5	0.00 
2012/1/7	0	2.8	93.1	0.00 
2012/1/7	1	2.8	94.6	0.00 
2012/1/7	2	3	95	0.00 
2012/1/7	3	2.7	95.6	0.00 
2012/1/7	4	3.1	97	0.00 
2012/1/7	5	3.9	97.7	0.00 
2012/1/7	6	5	98	0.00 
2012/1/7	7	5.6	98.1	0.00 
2012/1/7	8	6	98.3	0.23 
2012/1/7	9	6.2	97.9	28.96 
2012/1/7	10	5.9	96	108.24 
2012/1/7	11	5.9	92.8	179.25 
2012/1/7	12	6	90.2	164.09 
2012/1/7	13	6.2	89.2	118.81 
2012/1/7	14	6.2	88.5	113.76 
2012/1/7	15	5.9	87	50.56 
2012/1/7	16	5.5	86.8	2.53 
2012/1/7	17	5	89.7	0.00 
2012/1/7	18	5	90.9	0.00 
2012/1/7	19	5.2	90	0.00 
2012/1/7	20	5.1	89.7	0.00 
2012/1/7	21	5.2	89.6	0.00 
2012/1/7	22	4.8	93.2	0.00 
2012/1/7	23	5.1	92.3	0.00 
2012/1/8	0	5.1	92.4	0.00 
2012/1/8	1	5.1	93.1	0.00 
2012/1/8	2	4.9	93.3	0.00 
2012/1/8	3	4.7	94.2	0.00 
2012/1/8	4	4.4	95.3	0.00 
2012/1/8	5	4.5	95.4	0.00 
2012/1/8	6	4.3	95	0.00 
2012/1/8	7	3.2	95.5	0.00 
2012/1/8	8	2.6	96.3	0.46 
2012/1/8	9	3.2	96.9	11.26 
2012/1/8	10	3.1	97.1	40.22 
2012/1/8	11	2.5	96.3	139.04 
2012/1/8	12	2.1	92.3	225.21 
2012/1/8	13	2.1	91	173.28 
2012/1/8	14	2.1	89.8	148.00 
2012/1/8	15	2.2	89.5	22.52 
2012/1/8	16	2.1	89.7	1.61 
2012/1/8	17	1.9	90.9	0.00 
2012/1/8	18	1.2	93	0.00 
2012/1/8	19	0.6	94.7	0.00 
2012/1/8	20	0.6	94.2	0.00 
2012/1/8	21	0.5	94.1	0.00 
2012/1/8	22	0.6	94.6	0.00 
2012/1/8	23	0.7	92.2	0.00 
2012/1/9	0	0.8	88.2	0.00 
2012/1/9	1	0.8	88.4	0.00 
2012/1/9	2	0.7	92	0.00 
2012/1/9	3	0.6	92.6	0.00 
2012/1/9	4	0.6	92.4	0.00 
2012/1/9	5	0.4	93.6	0.00 
2012/1/9	6	0.5	94.5	0.00 
2012/1/9	7	0.3	94.2	0.00 
2012/1/9	8	-0.2	94.7	0.46 
2012/1/9	9	-0.4	96.6	11.49 
2012/1/9	10	-0.3	97.5	50.79 
2012/1/9	11	0	98.1	65.27 
2012/1/9	12	0.5	98.6	69.86 
2012/1/9	13	1.2	98.9	48.72 
2012/1/9	14	2.2	99.1	33.78 
2012/1/9	15	3.6	99	17.24 
2012/1/9	16	5.2	98.9	1.15 
2012/1/9	17	6.4	98.6	0.46 
2012/1/9	18	6.6	95.8	1.15 
2012/1/9	19	6.2	91.6	0.00 
2012/1/9	20	5.8	87.4	0.00 
2012/1/9	21	5.3	86.1	0.00 
2012/1/9	22	5	84.1	0.00 
2012/1/9	23	5	82.7	0.00 
2012/1/10	0	5	82.4	0.00 
2012/1/10	1	4.8	83.3	0.00 
2012/1/10	2	4.4	85.3	0.00 
2012/1/10	3	3.9	86.2	0.00 
2012/1/10	4	3.1	90.3	0.00 
2012/1/10	5	3	89.6	0.00 
2012/1/10	6	3	91	0.00 
2012/1/10	7	3	90.5	0.00 
2012/1/10	8	2.7	91.4	1.15 
2012/1/10	9	2.8	93	53.78 
2012/1/10	10	3.5	92.8	198.79 
2012/1/10	11	4.5	92.2	259.69 
2012/1/10	12	5.5	88.3	175.12 
2012/1/10	13	5.7	88.2	82.27 
2012/1/10	14	5.9	89.2	33.55 
2012/1/10	15	6.2	90.2	17.93 
2012/1/10	16	6.1	91.2	1.61 
2012/1/10	17	6.1	90.8	0.00 
2012/1/10	18	6	90.1	0.00 
2012/1/10	19	5.9	89.6	0.00 
2012/1/10	20	5.9	89.8	0.00 
2012/1/10	21	5.8	92.2	0.00 
2012/1/10	22	5.8	94.1	0.00 
2012/1/10	23	5.8	94.5	0.00 
2012/1/11	0	5.9	90.9	0.00 
2012/1/11	1	5.8	87.2	0.00 
2012/1/11	2	5.6	91.4	0.00 
2012/1/11	3	6	95.7	0.00 
2012/1/11	4	6.8	95.8	0.00 
2012/1/11	5	7.2	94.5	0.00 
2012/1/11	6	7.4	93.7	0.23 
2012/1/11	7	7.4	93.9	0.00 
2012/1/11	8	7.3	92.9	0.46 
2012/1/11	9	7	91.2	31.25 
2012/1/11	10	6.6	90.6	175.58 
2012/1/11	11	6.8	88.8	302.43 
2012/1/11	12	6.7	85.8	301.28 
2012/1/11	13	6.1	86.8	290.02 
2012/1/11	14	6.4	84	265.20 
2012/1/11	15	5.9	84.8	101.81 
2012/1/11	16	5	87	4.14 
2012/1/11	17	4.3	90.1	0.00 
2012/1/11	18	4.2	92.2	0.00 
2012/1/11	19	4.2	92.8	0.00 
2012/1/11	20	4.3	93.4	0.00 
2012/1/11	21	4.7	93.5	0.00 
2012/1/11	22	5.2	92.3	0.00 
2012/1/11	23	6.4	88.9	0.00 
2012/1/12	0	6.8	90.7	0.00 
2012/1/12	1	7.5	90.1	0.00 
2012/1/12	2	7.8	90.5	0.00 
2012/1/12	3	8.2	87.8	0.00 
2012/1/12	4	8.5	87.7	0.00 
2012/1/12	5	8.5	88.4	0.00 
2012/1/12	6	8.6	86.9	0.00 
2012/1/12	7	8.4	87.7	0.00 
2012/1/12	8	8.3	89	0.00 
2012/1/12	9	7.7	94.8	4.83 
2012/1/12	10	7.9	94.9	29.88 
2012/1/12	11	7.6	92.7	87.10 
2012/1/12	12	5.9	79.8	219.47 
2012/1/12	13	5.5	69.7	315.07 
2012/1/12	14	5	68.8	165.00 
2012/1/12	15	4.7	68.3	116.51 
2012/1/12	16	4.1	69.8	6.20 
2012/1/12	17	3.8	72.8	0.00 
2012/1/12	18	3.8	69.6	0.00 
2012/1/12	19	3.8	73.6	0.00 
2012/1/12	20	3.4	73.9	0.00 
2012/1/12	21	3	77.2	0.00 
2012/1/12	22	3	76.7	0.00 
2012/1/12	23	2.8	77.5	0.00 
2012/1/13	0	2.8	77	0.00 
2012/1/13	1	2.7	80.3	0.00 
2012/1/13	2	2.6	81.1	0.00 
2012/1/13	3	2.6	77.9	0.00 
2012/1/13	4	2.6	75.1	0.00 
2012/1/13	5	2.6	73.8	0.00 
2012/1/13	6	2.6	73.5	0.00 
2012/1/13	7	2.6	79.4	0.00 
2012/1/13	8	2.7	81.1	0.92 
2012/1/13	9	3	82	59.75 
2012/1/13	10	3.4	75.7	219.24 
2012/1/13	11	4.3	69.3	350.69 
2012/1/13	12	5	66.1	409.52 
2012/1/13	13	5.3	63.6	384.47 
2012/1/13	14	5.1	64.6	273.93 
2012/1/13	15	4.7	65	105.48 
2012/1/13	16	4.2	67.2	5.06 
2012/1/13	17	3.9	67.9	0.00 
2012/1/13	18	3.6	67	0.00 
2012/1/13	19	3.4	66.6	0.00 
2012/1/13	20	3.2	68.8	0.00 
2012/1/13	21	3.1	68.7	0.00 
2012/1/13	22	2.7	67.3	0.00 
2012/1/13	23	2.4	67.9	0.00 
2012/1/14	0	2.1	69.1	0.00 
2012/1/14	1	1.9	71.3	0.00 
2012/1/14	2	1.7	74.4	0.00 
2012/1/14	3	1.6	76	0.00 
2012/1/14	4	1.4	76.7	0.00 
2012/1/14	5	1.2	78	0.00 
2012/1/14	6	1	78	0.00 
2012/1/14	7	0.6	79.9	0.00 
2012/1/14	8	0.2	81.9	1.84 
2012/1/14	9	0.3	82.2	76.76 
2012/1/14	10	1.2	81.6	240.84 
2012/1/14	11	2.5	79.3	366.78 
2012/1/14	12	2.6	79.4	272.79 
2012/1/14	13	2.4	77.8	227.51 
2012/1/14	14	2.2	80.3	155.35 
2012/1/14	15	1.7	82.7	71.24 
2012/1/14	16	0.9	85	5.75 
2012/1/14	17	0.3	87	0.00 
2012/1/14	18	0	87.9	0.00 
2012/1/14	19	-0.6	89.1	0.00 
2012/1/14	20	-1	90.7	0.00 
2012/1/14	21	-1	91.5	0.00 
2012/1/14	22	-0.7	91.6	0.00 
2012/1/14	23	-0.4	91.8	0.00 
2012/1/15	0	-0.3	91.1	0.00 
2012/1/15	1	-0.8	90.1	0.00 
2012/1/15	2	-1.3	91.5	0.00 
2012/1/15	3	-1.9	92.4	0.00 
2012/1/15	4	-2.4	93.9	0.00 
2012/1/15	5	-1.9	94.5	0.00 
2012/1/15	6	-2.5	94.2	0.00 
2012/1/15	7	-2.5	94.3	0.00 
2012/1/15	8	-2.4	93.4	2.99 
2012/1/15	9	-2.3	92.8	138.35 
2012/1/15	10	-0.6	89.2	368.85 
2012/1/15	11	0.8	79.7	430.90 
2012/1/15	12	2	75.9	416.42 
2012/1/15	13	3	77.2	386.31 
2012/1/15	14	3.4	79.5	273.25 
2012/1/15	15	2.5	85	83.65 
2012/1/15	16	2.5	88.8	15.63 
2012/1/15	17	2.8	91.2	0.00 
2012/1/15	18	3.3	91.4	0.00 
2012/1/15	19	3.6	90.7	0.00 
2012/1/15	20	3.7	91	0.00 
2012/1/15	21	3.7	90.8	0.00 
2012/1/15	22	3.9	90.2	0.00 
2012/1/15	23	4	89	0.00 
2012/1/16	0	4.1	87.4	0.00 
2012/1/16	1	3.9	86.4	0.00 
2012/1/16	2	3.9	85.4	0.00 
2012/1/16	3	4	85.6	0.00 
2012/1/16	4	3.6	87.6	0.00 
2012/1/16	5	3.6	88.2	0.00 
2012/1/16	6	3.6	88.5	0.00 
2012/1/16	7	3.5	89.5	0.00 
2012/1/16	8	3.8	87.7	0.23 
2012/1/16	9	3.9	86.5	13.33 
2012/1/16	10	4	86	42.74 
2012/1/16	11	4.3	85.5	87.33 
2012/1/16	12	4.8	81.1	91.01 
2012/1/16	13	5	80.4	92.15 
2012/1/16	14	4.9	81.8	45.73 
2012/1/16	15	4.8	81.2	28.73 
2012/1/16	16	4.9	79	3.68 
2012/1/16	17	4.6	79.6	0.00 
2012/1/16	18	4.3	77.9	0.00 
2012/1/16	19	4.1	78.5	0.00 
2012/1/16	20	4.5	77.5	0.00 
2012/1/16	21	4.6	77.5	0.00 
2012/1/16	22	4.5	78.4	0.00 
2012/1/16	23	3.4	82.4	0.00 
2012/1/17	0	2.4	86.6	0.00 
2012/1/17	1	0.8	90.9	0.00 
2012/1/17	2	0.2	92.9	0.00 
2012/1/17	3	-0.1	94.5	0.00 
2012/1/17	4	0.1	95.6	0.00 
2012/1/17	5	0.7	95.8	0.00 
2012/1/17	6	0.8	94.4	0.00 
2012/1/17	7	1.1	94.2	0.00 
2012/1/17	8	1.2	92.8	1.15 
2012/1/17	9	1	92.3	59.52 
2012/1/17	10	1	93.4	120.65 
2012/1/17	11	2.5	93.5	115.14 
2012/1/17	12	3.4	90.9	106.40 
2012/1/17	13	3.9	90.1	129.15 
2012/1/17	14	4.3	88	92.15 
2012/1/17	15	4.3	81	57.91 
2012/1/17	16	3.9	83.4	7.35 
2012/1/17	17	3.3	81.8	0.00 
2012/1/17	18	2.5	84.1	0.00 
2012/1/17	19	2.1	87.3	0.00 
2012/1/17	20	2.1	90	0.00 
2012/1/17	21	2.2	91.1	0.00 
2012/1/17	22	2.4	91.3	0.00 
2012/1/17	23	2.1	93.2	0.00 
2012/1/18	0	1.7	94.5	0.00 
2012/1/18	1	1.4	95.5	0.00 
2012/1/18	2	2.2	95.9	0.00 
2012/1/18	3	2.9	93.3	0.00 
2012/1/18	4	3.2	91.5	0.00 
2012/1/18	5	3.1	89.4	0.00 
2012/1/18	6	2.1	93.6	0.00 
2012/1/18	7	1.7	95.8	0.00 
2012/1/18	8	1.4	96.6	3.68 
2012/1/18	9	2	97.1	43.89 
2012/1/18	10	3.3	96	76.99 
2012/1/18	11	4	91.2	117.43 
2012/1/18	12	4.4	88.6	106.63 
2012/1/18	13	4.6	87.4	104.10 
2012/1/18	14	4.8	89	38.38 
2012/1/18	15	4.9	94.9	9.42 
2012/1/18	16	5.4	96.3	1.15 
2012/1/18	17	6	96.7	0.00 
2012/1/18	18	6.4	97	0.00 
2012/1/18	19	6.4	94.5	0.23 
2012/1/18	20	5.5	90.5	0.00 
2012/1/18	21	4.6	85.6	0.00 
2012/1/18	22	3.5	88.4	0.00 
2012/1/18	23	2.9	91.8	0.00 
2012/1/19	0	3.1	90.5	0.00 
2012/1/19	1	2.4	90.9	0.00 
2012/1/19	2	2.1	90.9	0.00 
2012/1/19	3	1.8	91.8	0.00 
2012/1/19	4	2.5	91.8	0.00 
2012/1/19	5	2.6	93	0.00 
2012/1/19	6	3.3	93.5	0.00 
2012/1/19	7	3.7	92.5	0.00 
2012/1/19	8	3.9	92.5	1.61 
2012/1/19	9	3.6	92.1	28.50 
2012/1/19	10	3.4	91.9	60.21 
2012/1/19	11	3.8	90.2	130.76 
2012/1/19	12	4	93.3	221.08 
2012/1/19	13	4.2	91.7	211.43 
2012/1/19	14	4.2	92.2	110.77 
2012/1/19	15	3.5	91.6	21.60 
2012/1/19	16	1.2	95.2	4.14 
2012/1/19	17	2	97	0.00 
2012/1/19	18	1.8	94.2	0.00 
2012/1/19	19	2	92.2	0.00 
2012/1/19	20	2.1	91.8	0.00 
2012/1/19	21	2.7	87.3	0.00 
2012/1/19	22	2.2	89.1	0.00 
2012/1/19	23	2	87.4	0.00 
2012/1/20	0	1.4	92	0.00 
2012/1/20	1	1.1	93.5	0.00 
2012/1/20	2	0.7	94	0.00 
2012/1/20	3	0.4	94.8	0.00 
2012/1/20	4	0.6	93.7	0.00 
2012/1/20	5	0.2	92.8	0.00 
2012/1/20	6	0.3	94.8	0.00 
2012/1/20	7	0.5	96.4	0.00 
2012/1/20	8	0.3	97.4	3.22 
2012/1/20	9	0.5	97.7	45.50 
2012/1/20	10	1.3	97.3	234.18 
2012/1/20	11	2	94.3	252.79 
2012/1/20	12	1.6	94.7	185.69 
2012/1/20	13	1.7	95.6	143.86 
2012/1/20	14	1.6	95.5	108.70 
2012/1/20	15	1.4	95.7	85.49 
2012/1/20	16	0.9	96.3	9.88 
2012/1/20	17	0.6	97.2	0.00 
2012/1/20	18	0.6	97.7	0.00 
2012/1/20	19	-0.1	98.2	0.00 
2012/1/20	20	-0.7	98.8	0.00 
2012/1/20	21	-1.2	99.2	0.00 
2012/1/20	22	-1.3	99.5	0.00 
2012/1/20	23	-1.5	99.7	0.00 
2012/1/21	0	-1.9	100	0.00 
2012/1/21	1	-1.8	100	0.00 
2012/1/21	2	-1.5	100	0.00 
2012/1/21	3	-1.1	100	0.00 
2012/1/21	4	-0.5	100	0.00 
2012/1/21	5	-0.1	99.8	0.00 
2012/1/21	6	0.2	99.7	0.00 
2012/1/21	7	0.5	99.6	0.00 
2012/1/21	8	0.8	99.3	0.46 
2012/1/21	9	1	98.2	7.81 
2012/1/21	10	0.6	98	31.94 
2012/1/21	11	0.7	98	96.75 
2012/1/21	12	1.6	98	206.14 
2012/1/21	13	3.1	97	234.87 
2012/1/21	14	4	92.3	285.43 
2012/1/21	15	3.3	89.8	115.59 
2012/1/21	16	2.8	92	9.42 
2012/1/21	17	2.4	94	0.00 
2012/1/21	18	2.4	93.9	0.00 
2012/1/21	19	2.1	94.9	0.00 
2012/1/21	20	1.7	96	0.00 
2012/1/21	21	2.1	96.8	0.00 
2012/1/21	22	0.3	97.2	0.00 
2012/1/21	23	0.2	98.1	0.00 
2012/1/22	0	0.1	98.4	0.00 
2012/1/22	1	0.3	98.7	0.00 
2012/1/22	2	0.3	98.9	0.00 
2012/1/22	3	0	98.7	0.00 
2012/1/22	4	-0.1	97.8	0.00 
2012/1/22	5	0.4	96.9	0.00 
2012/1/22	6	0.5	96.7	0.00 
2012/1/22	7	0.8	96.1	0.00 
2012/1/22	8	1	96.6	3.22 
2012/1/22	9	1	95.3	24.36 
2012/1/22	10	1.2	96.5	48.72 
2012/1/22	11	1.4	96.7	84.11 
2012/1/22	12	1.5	95	196.03 
2012/1/22	13	1.5	94.6	209.82 
2012/1/22	14	1	95.2	84.80 
2012/1/22	15	0.7	96.6	60.21 
2012/1/22	16	0.9	94.9	7.58 
2012/1/22	17	0.5	94.5	0.00 
2012/1/22	18	0.2	95.8	0.00 
2012/1/22	19	-0.1	96.4	0.00 
2012/1/22	20	-0.5	94.8	0.00 
2012/1/22	21	-1	94.4	0.00 
2012/1/22	22	-1.4	94.7	0.00 
2012/1/22	23	-2	95	0.00 
2012/1/23	0	0.1	98.4	0.00 
2012/1/23	1	0.3	98.7	0.00 
2012/1/23	2	0.3	98.9	0.00 
2012/1/23	3	0	98.7	0.00 
2012/1/23	4	-0.1	97.8	0.00 
2012/1/23	5	0.4	96.9	0.00 
2012/1/23	6	0.5	96.7	0.00 
2012/1/23	7	0.8	96.1	0.00 
2012/1/23	8	1	96.6	3.22 
2012/1/23	9	1	95.3	24.36 
2012/1/23	10	1.2	96.5	48.72 
2012/1/23	11	1.4	96.7	84.11 
2012/1/23	12	1.5	95	196.03 
2012/1/23	13	1.5	94.6	209.82 
2012/1/23	14	1	95.2	84.80 
2012/1/23	15	0.7	96.6	60.21 
2012/1/23	16	0.9	94.9	7.58 
2012/1/23	17	0.5	94.5	0.00 
2012/1/23	18	0.2	95.8	0.00 
2012/1/23	19	-0.1	96.4	0.00 
2012/1/23	20	-0.5	94.8	0.00 
2012/1/23	21	-1	94.4	0.00 
2012/1/23	22	-1.4	94.7	0.00 
2012/1/23	23	-2	95	0.00 
2012/1/24	0	-3.8	96.7	0.00 
2012/1/24	1	-3.9	96.5	0.00 
2012/1/24	2	-3.5	96.1	0.00 
2012/1/24	3	-3.8	95.6	0.00 
2012/1/24	4	-4	95.5	0.00 
2012/1/24	5	-4	95.3	0.00 
2012/1/24	6	-4.2	95.3	0.00 
2012/1/24	7	-4.2	95.3	0.00 
2012/1/24	8	-3.7	95.8	4.14 
2012/1/24	9	-3.5	95.3	54.24 
2012/1/24	10	-2.3	93.8	440.78 
2012/1/24	11	-1.1	88.9	661.40 
2012/1/24	12	-0.6	84.3	852.37 
2012/1/24	13	-0.3	81.7	800.43 
2012/1/24	14	-0.4	80.8	603.48 
2012/1/24	15	-0.9	81.7	329.09 
2012/1/24	16	-1.9	84	55.38 
2012/1/24	17	-2.9	88.1	0.00 
2012/1/24	18	-3.4	90.3	0.00 
2012/1/24	19	-3.8	91.1	0.00 
2012/1/24	20	-4.3	91.9	0.00 
2012/1/24	21	-4.6	93	0.00 
2012/1/24	22	-5.5	93	0.00 
2012/1/24	23	-6.1	93.7	0.00 
2012/1/25	0	-6.1	94.8	0.00 
2012/1/25	1	-5.8	95.5	0.00 
2012/1/25	2	-5.4	95.7	0.00 
2012/1/25	3	-5.3	94.7	0.00 
2012/1/25	4	-5.3	93.3	0.00 
2012/1/25	5	-5	92.4	0.00 
2012/1/25	6	-5.2	91	0.00 
2012/1/25	7	-6.1	92.4	0.00 
2012/1/25	8	-6	94	11.72 
2012/1/25	9	-5.3	95.4	296.00 
2012/1/25	10	-3.7	95.8	506.73 
2012/1/25	11	-2.5	94.2	511.10 
2012/1/25	12	-3.3	94.5	234.18 
2012/1/25	13	-2.8	94.4	320.82 
2012/1/25	14	-2.1	93.9	98.59 
2012/1/25	15	-1.7	93	75.61 
2012/1/25	16	-1.7	90.3	9.19 
2012/1/25	17	-2.1	88.1	0.00 
2012/1/25	18	-2.4	89.9	0.00 
2012/1/25	19	-2.4	89.9	0.00 
2012/1/25	20	-1.8	91.1	0.00 
2012/1/25	21	-1	88.2	0.00 
2012/1/25	22	-0.6	86.7	0.00 
2012/1/25	23	-0.5	88.2	0.00 
2012/1/26	0	-0.5	90.5	0.00 
2012/1/26	1	-0.4	91	0.00 
2012/1/26	2	-0.3	90.9	0.00 
2012/1/26	3	-0.3	89.8	0.00 
2012/1/26	4	-0.3	89.4	0.00 
2012/1/26	5	-0.4	89.9	0.00 
2012/1/26	6	-0.6	89	0.00 
2012/1/26	7	-0.7	86.9	0.00 
2012/1/26	8	-0.7	85	5.29 
2012/1/26	9	-0.4	80.6	126.63 
2012/1/26	10	0.2	77.3	310.93 
2012/1/26	11	0.7	75.5	452.50 
2012/1/26	12	1.1	73.8	540.52 
2012/1/26	13	1.3	70.8	513.86 
2012/1/26	14	1.1	71.7	352.07 
2012/1/26	15	1	69.7	208.90 
2012/1/26	16	0.6	69.4	34.24 
2012/1/26	17	0.2	69.8	0.00 
2012/1/26	18	0.1	68.8	0.00 
2012/1/26	19	0	70.9	0.00 
2012/1/26	20	0	75.4	0.00 
2012/1/26	21	0	76.2	0.00 
2012/1/26	22	0	78.1	0.00 
2012/1/26	23	-0.2	77.7	0.00 
2012/1/27	0	-0.2	78.2	0.00 
2012/1/27	1	-0.4	78.7	0.00 
2012/1/27	2	-0.4	80.3	0.00 
2012/1/27	3	-0.3	79.3	0.00 
2012/1/27	4	-0.7	83.9	0.00 
2012/1/27	5	-0.9	87.6	0.00 
2012/1/27	6	-1.2	89.1	0.00 
2012/1/27	7	-1.4	92.1	0.00 
2012/1/27	8	-1.4	90.9	2.53 
2012/1/27	9	-1.5	91.5	41.14 
2012/1/27	10	-1.4	91.4	96.98 
2012/1/27	11	-1.2	90.2	113.30 
2012/1/27	12	-0.9	87.8	146.39 
2012/1/27	13	-0.7	87.3	143.17 
2012/1/27	14	-0.6	88.1	160.64 
2012/1/27	15	-0.6	89.4	55.61 
2012/1/27	16	-0.5	89.5	15.17 
2012/1/27	17	-0.6	90	0.00 
