date	time	Temperature	Relative_humidity	PPFD
2013/3/27	13	2.3	65.5	1411.96 
2013/3/27	14	2.7	60.4	1354.74 
2013/3/27	15	2.6	54.6	1028.86 
2013/3/27	16	2.3	56.5	728.04 
2013/3/27	17	1.4	62.8	389.99 
2013/3/27	18	0.2	69	85.95 
2013/3/27	19	-1.2	73	0.00 
2013/3/27	20	-2	77.8	0.00 
2013/3/27	21	-2.5	85.5	0.00 
2013/3/27	22	-2.8	89.3	0.00 
2013/3/27	23	-3.1	91.3	0.00 
2013/3/28	0	-3.4	91.8	0.00 
2013/3/28	1	-3.8	92.5	0.00 
2013/3/28	2	-3.9	93	0.00 
2013/3/28	3	-4	94.2	0.00 
2013/3/28	4	-4.3	95.2	0.00 
2013/3/28	5	-4.5	95.8	0.00 
2013/3/28	6	-4.8	95.8	85.72 
2013/3/28	7	-4	95.9	430.90 
2013/3/28	8	-1.8	92.3	692.88 
2013/3/28	9	-0.4	85.3	1103.09 
2013/3/28	10	0.4	79	1091.14 
2013/3/28	11	1.4	74.2	1367.61 
2013/3/28	12	1.9	68.3	1004.04 
2013/3/28	13	2.1	67.8	835.13 
2013/3/28	14	2.1	69.8	597.74 
2013/3/28	15	2.1	68.6	545.11 
2013/3/28	16	1.8	69.7	403.32 
2013/3/28	17	1.5	71.9	253.94 
2013/3/28	18	0.5	74.7	63.66 
2013/3/28	19	-0.2	77.6	0.92 
2013/3/28	20	-0.7	79.8	0.00 
2013/3/28	21	-1.2	85.6	0.00 
2013/3/28	22	-0.9	86.1	0.00 
2013/3/28	23	-1.2	86.6	0.00 
2013/3/29	0	-1.6	83.4	0.00 
2013/3/29	1	-2.2	86.2	0.00 
2013/3/29	2	-2.5	86.9	0.00 
2013/3/29	3	-2.5	82.8	0.00 
2013/3/29	4	-2.6	82.2	0.00 
2013/3/29	5	-2.4	84.3	0.00 
2013/3/29	6	-2.3	86.2	38.38 
2013/3/29	7	-1.7	87.8	121.34 
2013/3/29	8	-1.2	90.6	168.68 
2013/3/29	9	-0.7	90.7	324.72 
2013/3/29	10	0	84.1	512.02 
2013/3/29	11	0.5	79.4	757.69 
2013/3/29	12	0.7	74.9	692.19 
2013/3/29	13	0.3	77.6	287.72 
2013/3/29	14	0.2	81.5	362.18 
2013/3/29	15	0.1	84	459.62 
2013/3/29	16	0.2	84.1	319.21 
2013/3/29	17	0.1	81.7	160.41 
2013/3/29	18	-0.3	81.1	46.65 
2013/3/29	19	-0.1	76.5	0.46 
2013/3/29	20	-0.5	77.3	0.00 
2013/3/29	21	-0.8	81.4	0.00 
2013/3/29	22	-1.4	86.4	0.00 
2013/3/29	23	-2	91	0.00 
2013/3/30	0	-2	94	0.00 
2013/3/30	1	-2.5	95	0.00 
2013/3/30	2	-2.9	95.2	0.00 
2013/3/30	3	-3	93.9	0.00 
2013/3/30	4	-3.2	90.9	0.00 
2013/3/30	5	-3.3	89.3	0.00 
2013/3/30	6	-3.2	89	60.90 
2013/3/30	7	-2.4	87.7	289.10 
2013/3/30	8	-1.1	83.1	710.81 
2013/3/30	9	-0.4	74.6	682.08 
2013/3/30	10	-0.3	72.8	543.73 
2013/3/30	11	0	70.3	714.25 
2013/3/30	12	1.2	66.4	1239.14 
2013/3/30	13	1.1	65	589.24 
2013/3/30	14	0.5	69.4	247.74 
2013/3/30	15	0.5	71.7	282.44 
2013/3/30	16	0.3	72.8	293.93 
2013/3/30	17	0.4	68.8	196.95 
2013/3/30	18	0.4	64.3	50.79 
2013/3/30	19	0.1	64.3	0.69 
2013/3/30	20	-0.4	65.2	0.00 
2013/3/30	21	-0.8	62.4	0.00 
2013/3/30	22	-1.5	70.8	0.00 
2013/3/30	23	-2	76.3	0.00 
2013/3/31	0	-2.2	78.4	0.00 
2013/3/31	1	-2.6	80.1	0.00 
2013/3/31	2	-2.8	80.7	0.00 
2013/3/31	3	-3.3	83.3	0.00 
2013/3/31	4	-3.8	85.6	0.00 
2013/3/31	5	-4.2	87.6	0.00 
2013/3/31	6	-4.2	88.4	85.49 
2013/3/31	7	-3.1	88.4	431.59 
2013/3/31	8	-1	83.5	768.72 
2013/3/31	9	0.9	73.8	1018.29 
2013/3/31	10	2.4	57.3	1265.11 
2013/3/31	11	3.2	48.4	1477.23 
2013/3/31	12	3.6	43.3	1503.19 
2013/3/31	13	3.9	42.4	1392.89 
2013/3/31	14	3.9	40.1	1293.61 
2013/3/31	15	4	37.7	1068.85 
2013/3/31	16	3.9	40.5	766.42 
2013/3/31	17	3.6	40	435.72 
2013/3/31	18	2.8	43	119.04 
2013/3/31	19	1.6	45.5	0.69 
2013/3/31	20	-0.1	55.9	0.00 
2013/3/31	21	-0.5	61.4	0.00 
2013/3/31	22	-1	66.1	0.00 
2013/3/31	23	-1.7	68	0.00 
2013/4/1	0	-2.7	71.6	0.00 
2013/4/1	1	-3.4	77	0.00 
2013/4/1	2	-3.6	79	0.00 
2013/4/1	3	-3.6	81.5	0.00 
2013/4/1	4	-3.6	84.3	0.00 
2013/4/1	5	-3.9	86.1	0.23 
2013/4/1	6	-4.6	90.3	145.01 
2013/4/1	7	-2.9	90.3	557.06 
2013/4/1	8	0	77.3	939.01 
2013/4/1	9	2.4	65.9	1067.24 
2013/4/1	10	3.8	47.7	1303.03 
2013/4/1	11	4.7	41.1	1475.62 
2013/4/1	12	5.4	37.8	1525.49 
2013/4/1	13	5.8	43.2	1462.75 
2013/4/1	14	6.6	40.1	1226.73 
2013/4/1	15	6.6	42.8	987.50 
2013/4/1	16	6.7	43	779.52 
2013/4/1	17	5.6	46.6	398.03 
2013/4/1	18	4.1	52.3	126.63 
2013/4/1	19	2.2	63.2	1.61 
2013/4/1	20	1.1	70.1	0.00 
2013/4/1	21	0.3	75.2	0.00 
2013/4/1	22	-0.5	80.2	0.00 
2013/4/1	23	-1.3	83.3	0.00 
2013/4/2	0	-1.5	82.1	0.00 
2013/4/2	1	-1.8	83	0.00 
2013/4/2	2	-2.4	85.4	0.00 
2013/4/2	3	-2.7	86.9	0.00 
2013/4/2	4	-3	88.2	0.00 
2013/4/2	5	-3.3	89.7	0.23 
2013/4/2	6	-3.4	90.9	103.19 
2013/4/2	7	-2.1	87.5	427.91 
2013/4/2	8	0.6	77.2	736.54 
2013/4/2	9	3.4	63.7	1049.78 
2013/4/2	10	5.8	46.9	1304.18 
2013/4/2	11	6.8	37.9	1463.67 
2013/4/2	12	7.5	37.2	1620.17 
2013/4/2	13	7.5	35	1256.84 
2013/4/2	14	7.4	36.4	753.32 
2013/4/2	15	7.1	38.8	394.59 
2013/4/2	16	6.2	45.9	228.43 
2013/4/2	17	5.3	45.6	213.72 
2013/4/2	18	4.7	37.3	145.47 
2013/4/2	19	2.5	40.5	1.38 
2013/4/2	20	1.5	41.8	0.00 
2013/4/2	21	0.7	49.2	0.00 
2013/4/2	22	-0.6	56.9	0.00 
2013/4/2	23	-1.3	60.5	0.00 
2013/4/3	0	-0.9	60.9	0.00 
2013/4/3	1	-1.3	67.4	0.00 
2013/4/3	2	-1.7	75.1	0.00 
2013/4/3	3	-2.4	79.9	0.00 
2013/4/3	4	-2.9	84	0.00 
2013/4/3	5	-3.1	86.1	0.69 
2013/4/3	6	-2.8	87.7	94.68 
2013/4/3	7	-0.6	85.5	412.51 
2013/4/3	8	1.7	81	754.70 
2013/4/3	9	3.6	69.7	1066.78 
2013/4/3	10	5.1	60.6	1308.08 
2013/4/3	11	6.3	48.5	1467.57 
2013/4/3	12	6.8	46.6	1491.47 
2013/4/3	13	6.9	40.3	1471.25 
2013/4/3	14	6.9	40.2	1357.03 
2013/4/3	15	6.5	42.8	650.60 
2013/4/3	16	5.8	44.1	295.54 
2013/4/3	17	5.6	42	396.42 
2013/4/3	18	4.5	46.8	142.71 
2013/4/3	19	2.7	52	2.07 
2013/4/3	20	1.5	56.4	0.00 
2013/4/3	21	0.6	60.5	0.00 
2013/4/3	22	0.2	62	0.00 
2013/4/3	23	-0.7	66.1	0.00 
2013/4/4	0	-1.5	69.3	0.00 
2013/4/4	1	-1.9	70.6	0.00 
2013/4/4	2	-2	73.2	0.00 
2013/4/4	3	-2.6	76.1	0.00 
2013/4/4	4	-2.9	77.1	0.00 
2013/4/4	5	-3.2	79.7	1.15 
2013/4/4	6	-3.4	83.1	117.66 
2013/4/4	7	-2.2	84	431.82 
2013/4/4	8	0.8	75.1	741.83 
2013/4/4	9	2.6	57.4	1076.44 
2013/4/4	10	3.6	53.9	1335.66 
2013/4/4	11	4.4	51.4	1498.14 
2013/4/4	12	5.1	49.8	1527.78 
2013/4/4	13	5.5	45.1	1462.98 
2013/4/4	14	5.6	43.7	1352.67 
2013/4/4	15	5.5	44.4	1009.33 
2013/4/4	16	5.3	43.8	663.46 
2013/4/4	17	4.9	43	321.28 
2013/4/4	18	4.2	47.2	99.74 
2013/4/4	19	3	49.8	2.76 
2013/4/4	20	2.1	52.3	0.00 
2013/4/4	21	0.9	58.7	0.00 
2013/4/4	22	-0.2	65.3	0.00 
2013/4/4	23	-0.6	69.6	0.00 
2013/4/5	0	-1.5	75.1	0.00 
2013/4/5	1	-1.9	79.5	0.00 
2013/4/5	2	-1.3	82.3	0.00 
2013/4/5	3	-1.3	84.1	0.00 
2013/4/5	4	-1.8	86.8	0.00 
2013/4/5	5	-2	89.2	2.07 
2013/4/5	6	-1.5	89.7	116.74 
2013/4/5	7	-0.2	85.3	447.90 
2013/4/5	8	1.4	77.9	783.43 
2013/4/5	9	2.8	64.2	1095.97 
2013/4/5	10	3.8	56.9	1365.08 
2013/4/5	11	4.5	50.7	1493.31 
2013/4/5	12	4.9	47	1514.00 
2013/4/5	13	4.9	43.2	1497.22 
2013/4/5	14	4.8	40.6	1363.24 
2013/4/5	15	5.1	38.3	1128.14 
2013/4/5	16	5.2	41.8	833.30 
2013/4/5	17	5.3	44.1	504.44 
2013/4/5	18	4.8	48.8	160.18 
2013/4/5	19	3.6	52.6	3.91 
2013/4/5	20	2.1	62.8	0.00 
2013/4/5	21	1	72.5	0.00 
2013/4/5	22	0.2	77.8	0.00 
2013/4/5	23	-0.1	80.8	0.00 
2013/4/6	0	-0.6	82.5	0.00 
2013/4/6	1	-0.6	84.5	0.00 
2013/4/6	2	-0.6	84.5	0.00 
2013/4/6	3	-0.9	85.3	0.00 
2013/4/6	4	-2.1	87.2	0.00 
2013/4/6	5	-2.6	92.3	2.53 
2013/4/6	6	-2.6	94.2	197.64 
2013/4/6	7	0	95.1	592.45 
2013/4/6	8	2.9	89	780.21 
2013/4/6	9	4.5	77.2	1089.76 
2013/4/6	10	5.5	65.1	1349.91 
2013/4/6	11	5.8	64.8	1156.64 
2013/4/6	12	6.1	61.1	1131.82 
2013/4/6	13	6.5	57.6	1198.46 
2013/4/6	14	6.3	59.8	931.42 
2013/4/6	15	5.9	62.2	537.76 
2013/4/6	16	5.4	64.2	407.91 
2013/4/6	17	4.7	65	227.74 
2013/4/6	18	3.5	75.6	72.39 
2013/4/6	19	2.2	85.4	3.45 
2013/4/6	20	1.5	87.1	0.00 
2013/4/6	21	1.2	89.8	0.00 
2013/4/6	22	1.2	89.5	0.00 
2013/4/6	23	0.8	88.8	0.00 
2013/4/7	0	0.4	92.1	0.00 
2013/4/7	1	-0.2	94.2	0.00 
2013/4/7	2	-0.7	94.5	0.00 
2013/4/7	3	-1	93.7	0.00 
2013/4/7	4	-1	90.6	0.00 
2013/4/7	5	-1	88.2	5.06 
2013/4/7	6	-0.7	85.5	185.92 
2013/4/7	7	0.7	79.5	527.42 
2013/4/7	8	2.6	73.5	775.61 
2013/4/7	9	2.8	77.9	510.18 
2013/4/7	10	1.8	92.7	694.72 
2013/4/7	11	3.4	86	1024.73 
2013/4/7	12	3.8	80	649.91 
2013/4/7	13	3.1	85.9	733.33 
2013/4/7	14	2.4	89.8	393.44 
2013/4/7	15	3.2	82.3	767.34 
2013/4/7	16	4.2	67	648.53 
2013/4/7	17	3.6	73.3	375.05 
2013/4/7	18	2.7	73	92.61 
2013/4/7	19	1.8	72.1	11.03 
2013/4/7	20	0.1	76.2	0.00 
2013/4/7	21	-0.6	80.5	0.00 
2013/4/7	22	-1.5	85.2	0.00 
2013/4/7	23	-2.5	89.7	0.00 
2013/4/8	0	-2.9	92.4	0.00 
2013/4/8	1	-3.3	94.1	0.00 
2013/4/8	2	-3.4	95.2	0.00 
2013/4/8	3	-4	95.9	0.00 
2013/4/8	4	-4.2	96.7	0.00 
2013/4/8	5	-4.7	97	3.68 
2013/4/8	6	-4.2	97.6	226.82 
2013/4/8	7	-2	98.1	549.94 
2013/4/8	8	0.5	92.3	1156.18 
2013/4/8	9	2.5	78	1195.94 
2013/4/8	10	4.2	65.3	1385.53 
2013/4/8	11	5.7	44.6	1552.37 
2013/4/8	12	6.7	31.6	1626.14 
2013/4/8	13	7.2	27.6	1613.27 
2013/4/8	14	7.7	27.2	1622.70 
2013/4/8	15	6.5	30.6	520.52 
2013/4/8	16	6.5	37.4	743.67 
2013/4/8	17	4.7	46.4	146.62 
2013/4/8	18	3.8	52	100.89 
2013/4/8	19	2.4	61.8	8.96 
2013/4/8	20	0.6	72	0.00 
2013/4/8	21	-0.4	81.5	0.00 
2013/4/8	22	-1.2	86.2	0.00 
2013/4/8	23	-1.8	85.9	0.00 
2013/4/9	0	-2	83.7	0.00 
2013/4/9	1	-2.1	86.1	0.00 
2013/4/9	2	-2.4	89.7	0.00 
2013/4/9	3	-2.2	92.4	0.00 
2013/4/9	4	-2.5	93.5	0.00 
2013/4/9	5	-2.9	94.3	8.27 
2013/4/9	6	-2.2	95.4	177.41 
2013/4/9	7	-0.8	92.6	660.02 
2013/4/9	8	1.1	81.5	923.61 
2013/4/9	9	3.2	64.4	1098.50 
2013/4/9	10	4.7	45.7	1333.36 
2013/4/9	11	5.8	35	1499.52 
2013/4/9	12	6.1	38.3	1561.57 
2013/4/9	13	6.3	41.9	1588.45 
2013/4/9	14	6.1	34.8	1434.02 
2013/4/9	15	5.8	31.8	1175.71 
2013/4/9	16	5.5	35.5	889.37 
2013/4/9	17	5	40.3	538.91 
2013/4/9	18	4.3	41.7	199.25 
2013/4/9	19	2.9	50.6	10.11 
2013/4/9	20	1.4	59.6	0.00 
2013/4/9	21	1	62.7	0.00 
2013/4/9	22	0.4	65.1	0.00 
2013/4/9	23	-0.1	67.1	0.00 
2013/4/10	0	-0.8	73.9	0.00 
2013/4/10	1	-1.4	79.3	0.00 
2013/4/10	2	-1.5	84.4	0.00 
2013/4/10	3	-1.5	86	0.00 
2013/4/10	4	-1.2	86.3	0.00 
2013/4/10	5	-1.2	87.8	8.04 
2013/4/10	6	-0.8	88	150.76 
2013/4/10	7	-0.2	86	342.42 
2013/4/10	8	0.4	84.6	605.32 
2013/4/10	9	1.6	79.8	999.91 
2013/4/10	10	3	73.9	1121.25 
2013/4/10	11	4.1	68.9	1022.20 
2013/4/10	12	4.1	71.2	692.88 
2013/4/10	13	4.5	69.8	776.76 
2013/4/10	14	4.4	68.5	466.06 
2013/4/10	15	4.4	68.5	492.03 
2013/4/10	16	4.3	67.7	239.46 
2013/4/10	17	3.9	70.1	78.37 
2013/4/10	18	2.8	80.7	30.11 
2013/4/10	19	1.4	93.2	1.61 
2013/4/10	20	0.6	96.2	0.00 
2013/4/10	21	0.6	97.7	0.00 
2013/4/10	22	0.9	97.5	0.00 
2013/4/10	23	0.3	97.8	0.00 
2013/4/11	0	0.3	98.8	0.00 
2013/4/11	1	0.2	99.2	0.00 
2013/4/11	2	0.4	99.3	0.00 
2013/4/11	3	0.6	99.3	0.00 
2013/4/11	4	0.8	99.5	0.00 
2013/4/11	5	1.2	99.7	1.84 
2013/4/11	6	1.6	100	11.72 
2013/4/11	7	2.1	99.9	36.54 
2013/4/11	8	2.5	100	69.17 
2013/4/11	9	2.9	100	102.27 
2013/4/11	10	3.5	99.8	381.26 
2013/4/11	11	3.9	97.3	439.86 
2013/4/11	12	4	96.7	478.93 
2013/4/11	13	4	95	293.24 
2013/4/11	14	3.5	96.8	154.43 
2013/4/11	15	3.6	95.9	185.00 
2013/4/11	16	3.5	94.2	141.10 
2013/4/11	17	3.1	93.7	66.19 
2013/4/11	18	3	94	18.84 
2013/4/11	19	2.6	94.5	2.07 
2013/4/11	20	2.3	95.2	0.00 
2013/4/11	21	2	95.6	0.00 
2013/4/11	22	2.1	95.8	0.00 
2013/4/11	23	2.1	94.8	0.00 
2013/4/12	0	1.9	95.5	0.00 
2013/4/12	1	1.9	95.9	0.00 
2013/4/12	2	1.8	97.1	0.00 
2013/4/12	3	1.9	97.9	0.23 
2013/4/12	4	2	97.9	0.00 
2013/4/12	5	2	97.8	1.38 
2013/4/12	6	1.9	98.1	25.05 
2013/4/12	7	2	98.5	59.06 
2013/4/12	8	2	98.7	80.20 
2013/4/12	9	2.1	98.8	129.15 
2013/4/12	10	2.4	98.8	191.43 
2013/4/12	11	2.6	98.6	210.05 
2013/4/12	12	3	97.8	267.04 
2013/4/12	13	3.2	96.4	218.09 
2013/4/12	14	3.5	95.1	236.71 
2013/4/12	15	4	93.3	329.09 
2013/4/12	16	4	93.1	149.84 
2013/4/12	17	3.9	93.6	104.79 
2013/4/12	18	3.8	93.8	39.30 
2013/4/12	19	3.6	93.8	5.52 
2013/4/12	20	3.4	93.5	0.00 
2013/4/12	21	3.2	93.9	0.00 
2013/4/12	22	3.1	94.5	0.00 
2013/4/12	23	3	94.7	0.00 
2013/4/13	0	3	95.4	0.00 
2013/4/13	1	2.9	96.3	0.00 
2013/4/13	2	2.8	96.8	0.00 
2013/4/13	3	2.6	96.7	0.00 
2013/4/13	4	2.4	96.1	0.00 
2013/4/13	5	2.4	93.7	2.30 
2013/4/13	6	2.5	93	47.34 
2013/4/13	7	2.9	91.8	122.72 
2013/4/13	8	3.4	90.4	216.48 
2013/4/13	9	4.1	89	368.85 
2013/4/13	10	4.8	81.9	486.74 
2013/4/13	11	4.9	78.7	463.53 
2013/4/13	12	5.3	75.5	689.89 
2013/4/13	13	6.2	73	1037.83 
2013/4/13	14	7.4	70.2	1347.15 
2013/4/13	15	7.6	67.9	598.20 
2013/4/13	16	7.3	69.3	547.64 
2013/4/13	17	7.6	69.5	455.72 
2013/4/13	18	6.6	76.5	112.15 
2013/4/13	19	6	79.7	8.73 
2013/4/13	20	5.8	81.5	0.00 
2013/4/13	21	5.4	83.4	0.00 
2013/4/13	22	4.8	87.4	0.00 
2013/4/13	23	4.6	89.5	0.00 
2013/4/14	0	4.2	90.8	0.00 
2013/4/14	1	3.5	91.7	0.00 
2013/4/14	2	3.1	93.6	0.00 
2013/4/14	3	3.3	95.1	0.00 
2013/4/14	4	3.4	96.4	0.00 
2013/4/14	5	3.6	96.3	11.03 
2013/4/14	6	3.8	97.3	95.37 
2013/4/14	7	4.2	97.5	315.30 
2013/4/14	8	5.5	93.4	563.27 
2013/4/14	9	7.8	83.5	1033.92 
2013/4/14	10	9.4	77.1	1166.98 
2013/4/14	11	10.8	75.1	1128.60 
2013/4/14	12	12.3	72.8	1139.40 
2013/4/14	13	12.2	76.3	355.75 
2013/4/14	14	10.7	87.9	157.19 
2013/4/14	15	10.2	90	98.59 
2013/4/14	16	10.1	93	139.27 
2013/4/14	17	10.5	93.9	68.48 
2013/4/14	18	10.8	94.7	49.41 
2013/4/14	19	10.8	94.5	4.83 
2013/4/14	20	10.9	94.2	0.00 
2013/4/14	21	10.9	94.9	0.00 
2013/4/14	22	11	95.6	0.00 
2013/4/14	23	11.2	94.9	0.00 
2013/4/15	0	11.4	93.5	0.00 
2013/4/15	1	11.5	91.2	0.00 
2013/4/15	2	11.4	89.5	0.00 
2013/4/15	3	11.1	89.1	0.00 
2013/4/15	4	10.8	89.5	0.00 
2013/4/15	5	10.8	89.6	16.09 
2013/4/15	6	11.4	88	123.18 
2013/4/15	7	12.6	84.3	388.38 
2013/4/15	8	13.5	82.5	684.38 
2013/4/15	9	15	77.9	958.77 
2013/4/15	10	16.4	70.6	929.59 
2013/4/15	11	15.4	69.4	727.12 
2013/4/15	12	15.1	66.5	865.01 
2013/4/15	13	15.6	63.5	1019.90 
2013/4/15	14	14.7	64.8	972.10 
2013/4/15	15	15.4	61.5	1217.77 
2013/4/15	16	15	61.9	863.40 
2013/4/15	17	14.4	62.1	530.86 
2013/4/15	18	13.2	65.3	231.65 
2013/4/15	19	11.7	71.9	28.27 
2013/4/15	20	10.1	78.1	0.00 
2013/4/15	21	9	85.3	0.00 
2013/4/15	22	7.7	89.3	0.00 
2013/4/15	23	6.5	92.5	0.00 
2013/4/16	0	5.8	94.6	0.00 
2013/4/16	1	5	96	0.00 
2013/4/16	2	4.7	97	0.00 
2013/4/16	3	4	97.6	0.00 
2013/4/16	4	4.2	98.3	0.00 
2013/4/16	5	4.4	98.6	12.18 
2013/4/16	6	4.4	98.7	94.22 
2013/4/16	7	6.5	98.7	694.26 
2013/4/16	8	8.5	92.9	755.16 
2013/4/16	9	10.2	86.2	1062.19 
2013/4/16	10	10.5	82.4	972.56 
2013/4/16	11	12.8	74	1229.26 
2013/4/16	12	14.3	64.7	1279.59 
2013/4/16	13	15.4	58.1	1360.48 
2013/4/16	14	15.8	53.4	884.54 
2013/4/16	15	14.7	57	195.11 
2013/4/16	16	13.3	74	389.53 
2013/4/16	17	13	63.6	269.57 
2013/4/16	18	9.7	88.8	76.99 
2013/4/16	19	9	89.2	11.49 
2013/4/16	20	8.5	88.8	0.00 
2013/4/16	21	7.8	89.3	0.00 
2013/4/16	22	7.1	90.6	0.00 
2013/4/16	23	6.5	90.6	0.00 
2013/4/17	0	6.1	91.3	0.00 
2013/4/17	1	6.3	89.6	0.00 
2013/4/17	2	6.2	88.3	0.00 
2013/4/17	3	5.6	86.4	0.00 
2013/4/17	4	4.9	87.2	0.00 
2013/4/17	5	4.4	88.2	42.52 
2013/4/17	6	5	85.6	166.61 
2013/4/17	7	6.3	79.5	516.62 
2013/4/17	8	8.4	71.3	928.90 
2013/4/17	9	10.2	64.6	1229.03 
2013/4/17	10	11.9	55.8	1465.05 
2013/4/17	11	13.1	50.3	1534.91 
2013/4/17	12	13.6	45.5	1533.76 
2013/4/17	13	14.6	41.9	1549.85 
2013/4/17	14	15.2	38.4	1435.17 
2013/4/17	15	14.9	40.8	875.35 
2013/4/17	16	14.7	43.5	517.99 
2013/4/17	17	13.7	51.2	130.30 
2013/4/17	18	12.7	58.6	28.27 
2013/4/17	19	12.1	65.9	3.91 
2013/4/17	20	11.8	78.4	0.00 
2013/4/17	21	11.3	88.3	0.00 
2013/4/17	22	12	86.8	0.00 
2013/4/17	23	12.8	88.2	0.00 
2013/4/18	0	12.9	92.3	0.00 
2013/4/18	1	12.7	93.5	0.00 
2013/4/18	2	12.6	95.2	0.00 
2013/4/18	3	12.3	96.2	0.00 
2013/4/18	4	12.1	96.7	0.00 
2013/4/18	5	12.6	93.4	10.11 
2013/4/18	6	13.4	87.1	22.75 
2013/4/18	7	11.4	80.8	121.80 
2013/4/18	8	10.1	72.8	505.58 
2013/4/18	9	10.5	67.4	1057.82 
2013/4/18	10	10.8	63.1	1343.94 
2013/4/18	11	10.5	62.9	1051.85 
2013/4/18	12	10.5	63.3	1237.76 
2013/4/18	13	10.3	64.9	875.81 
2013/4/18	14	9.2	70.6	387.00 
2013/4/18	15	7.7	82	240.38 
2013/4/18	16	7.1	89.8	240.61 
2013/4/18	17	7.8	79.9	411.59 
2013/4/18	18	8.1	75.7	253.02 
2013/4/18	19	7.5	76.7	30.11 
2013/4/18	20	7.3	77.5	0.00 
2013/4/18	21	7	79	0.00 
2013/4/18	22	6.6	81.1	0.00 
2013/4/18	23	6.4	82.4	0.00 
2013/4/19	0	6.1	83.1	0.00 
2013/4/19	1	5.9	82.9	0.00 
2013/4/19	2	5.6	84.3	0.00 
2013/4/19	3	5.7	85.4	0.00 
2013/4/19	4	5.8	85.9	0.00 
2013/4/19	5	5.5	89.3	7.35 
2013/4/19	6	5.4	94.8	55.61 
2013/4/19	7	5.5	96.7	88.94 
2013/4/19	8	5.8	96.8	222.23 
2013/4/19	9	6.5	92.6	408.83 
2013/4/19	10	7.4	83	793.31 
2013/4/19	11	8.3	73.8	1389.44 
2013/4/19	12	8.5	63.2	1457.92 
2013/4/19	13	8.2	62.6	1397.48 
2013/4/19	14	8.5	59.4	1468.26 
2013/4/19	15	8.3	58.7	1244.43 
2013/4/19	16	8	57.5	965.67 
2013/4/19	17	7.2	58.4	563.27 
2013/4/19	18	6.2	63.8	246.13 
2013/4/19	19	5.2	71.3	43.89 
2013/4/19	20	4.5	76.8	0.00 
2013/4/19	21	4.1	80	0.00 
2013/4/19	22	3.7	82.1	0.00 
2013/4/19	23	3.3	83.7	0.00 
2013/4/20	0	3	84.9	0.00 
2013/4/20	1	2.7	85.9	0.00 
2013/4/20	2	2.4	86.5	0.00 
2013/4/20	3	2.1	85.9	0.00 
2013/4/20	4	1.8	86.3	0.00 
2013/4/20	5	1.2	87.6	29.88 
2013/4/20	6	2	87.5	301.97 
2013/4/20	7	4	81.4	645.77 
2013/4/20	8	5.3	74.2	993.24 
2013/4/20	9	6.3	65.6	1306.48 
2013/4/20	10	7.2	61.1	1550.77 
2013/4/20	11	8	53.8	1701.98 
2013/4/20	12	8.8	49.3	1747.48 
2013/4/20	13	9.5	44.2	1697.15 
2013/4/20	14	9.9	41.2	1550.08 
2013/4/20	15	10.4	35.4	1309.92 
2013/4/20	16	10.4	38.6	984.05 
2013/4/20	17	9.8	44.8	600.27 
2013/4/20	18	8.7	54.6	262.90 
2013/4/20	19	6.8	62.5	40.91 
2013/4/20	20	5.1	69	0.00 
2013/4/20	21	4.3	74.1	0.00 
2013/4/20	22	3.4	76.2	0.00 
2013/4/20	23	1	86	0.00 
2013/4/21	0	0.6	89.5	0.00 
2013/4/21	1	0.2	91.1	0.00 
2013/4/21	2	-0.1	93.4	0.00 
2013/4/21	3	0.2	94	0.00 
2013/4/21	4	-1.5	93.9	0.00 
2013/4/21	5	-1.4	95.4	54.92 
2013/4/21	6	0.3	95.5	373.67 
2013/4/21	7	4	82.3	649.68 
2013/4/21	8	7	64.5	995.54 
2013/4/21	9	9.4	56.2	1300.73 
2013/4/21	10	10.6	47.9	1547.09 
2013/4/21	11	11.3	42.2	1678.54 
2013/4/21	12	11.7	39.5	1748.40 
2013/4/21	13	11.6	36.9	1462.52 
2013/4/21	14	11.2	38.9	925.22 
2013/4/21	15	11.3	40.8	1103.32 
2013/4/21	16	11.2	42.8	776.53 
2013/4/21	17	11	45.4	594.06 
2013/4/21	18	9.8	49.6	155.58 
2013/4/21	19	8.8	46.1	32.40 
2013/4/21	20	7.7	46.7	0.00 
2013/4/21	21	7	49.8	0.00 
2013/4/21	22	6.8	50.6	0.00 
2013/4/21	23	6.5	53.5	0.00 
2013/4/22	0	6.1	61.2	0.00 
2013/4/22	1	5.8	67.2	0.00 
2013/4/22	2	5.4	70.5	0.00 
2013/4/22	3	5.3	72.2	0.00 
2013/4/22	4	5.1	74.4	0.00 
2013/4/22	5	4.8	78.1	18.16 
2013/4/22	6	5.1	81.8	77.22 
2013/4/22	7	5.8	83.7	281.98 
2013/4/22	8	6.8	79.2	440.09 
2013/4/22	9	8	71	822.95 
2013/4/22	10	9.6	62.6	1223.97 
2013/4/22	11	11.2	54.3	1480.44 
2013/4/22	12	12.4	39.5	1692.79 
2013/4/22	13	13	31.3	1678.77 
2013/4/22	14	13.2	40.3	1479.52 
2013/4/22	15	12.7	40.2	1262.58 
2013/4/22	16	11.5	53.1	767.57 
2013/4/22	17	10.9	57.5	614.29 
2013/4/22	18	9.9	59.9	284.97 
2013/4/22	19	9	64.7	66.42 
2013/4/22	20	8	74.4	0.00 
2013/4/22	21	7.3	79.7	0.00 
2013/4/22	22	6.8	83.2	0.00 
