date	time	Temperature	Relative_humidity	PPFD
2013/1/1	0	7.6	96.3	0.00 
2013/1/1	1	7.1	93.8	0.00 
2013/1/1	2	6.5	92.7	0.00 
2013/1/1	3	5.6	93.2	0.00 
2013/1/1	4	4.8	95.5	0.00 
2013/1/1	5	4.4	96.8	0.00 
2013/1/1	6	3.9	97.4	0.00 
2013/1/1	7	3.8	97.8	0.00 
2013/1/1	8	4.6	98	0.00 
2013/1/1	9	4.1	97.8	11.26 
2013/1/1	10	4	97.9	137.43 
2013/1/1	11	4.3	95.4	224.30 
2013/1/1	12	5	88.9	309.10 
2013/1/1	13	4.7	88.7	275.08 
2013/1/1	14	4.6	89.2	137.43 
2013/1/1	15	4	90.3	43.66 
2013/1/1	16	3	93.7	0.69 
2013/1/1	17	3	93	0.00 
2013/1/1	18	2.6	93.8	0.00 
2013/1/1	19	2.3	93.4	0.00 
2013/1/1	20	1.8	93.8	0.00 
2013/1/1	21	2.1	94.9	0.00 
2013/1/1	22	2.3	96.3	0.00 
2013/1/1	23	2.8	95.7	0.00 
2013/1/2	0	2.4	95.7	0.00 
2013/1/2	1	2.7	96.5	0.00 
2013/1/2	2	2.7	96.9	0.00 
2013/1/2	3	3	97.8	0.00 
2013/1/2	4	3.1	98	0.00 
2013/1/2	5	2.5	97.7	0.00 
2013/1/2	6	2	97.8	0.00 
2013/1/2	7	2.1	97.9	0.00 
2013/1/2	8	1.7	97.2	0.00 
2013/1/2	9	1.8	96.8	64.58 
2013/1/2	10	2.9	95.4	205.91 
2013/1/2	11	4.1	92	284.28 
2013/1/2	12	5	90.9	373.90 
2013/1/2	13	5.6	88.2	352.53 
2013/1/2	14	5.4	87.1	206.37 
2013/1/2	15	5	87.7	34.24 
2013/1/2	16	4.8	88.8	0.69 
2013/1/2	17	4.7	91.7	0.00 
2013/1/2	18	4.8	91.5	0.00 
2013/1/2	19	4.9	90.6	0.00 
2013/1/2	20	5	91.1	0.00 
2013/1/2	21	5	92.2	0.00 
2013/1/2	22	4.8	93	0.00 
2013/1/2	23	4.6	93.3	0.00 
2013/1/3	0	4.3	95.4	0.00 
2013/1/3	1	4.6	97.6	0.00 
2013/1/3	2	5.3	97.8	0.00 
2013/1/3	3	6.2	97.8	0.00 
2013/1/3	4	7.1	98.1	0.00 
2013/1/3	5	7.9	98	0.00 
2013/1/3	6	8	97.5	0.00 
2013/1/3	7	8.3	95	0.00 
2013/1/3	8	8.4	94.8	0.23 
2013/1/3	9	8.4	93.5	14.94 
2013/1/3	10	8.3	91.8	82.27 
2013/1/3	11	8.3	89.4	212.58 
2013/1/3	12	8.4	86.5	308.41 
2013/1/3	13	8.2	85.8	247.51 
2013/1/3	14	8	84.8	120.42 
2013/1/3	15	7.7	85.9	23.67 
2013/1/3	16	7.5	85.1	0.92 
2013/1/3	17	7.3	84.6	0.00 
2013/1/3	18	7.1	85.5	0.00 
2013/1/3	19	6.8	86.2	0.00 
2013/1/3	20	6.7	87.2	0.00 
2013/1/3	21	6.6	88.5	0.00 
2013/1/3	22	6.5	89	0.00 
2013/1/3	23	6.5	89	0.00 
2013/1/4	0	6.2	90.2	0.00 
2013/1/4	1	6.2	91.7	0.00 
2013/1/4	2	6.4	90.8	0.00 
2013/1/4	3	6.3	90.8	0.00 
2013/1/4	4	6.3	88.9	0.00 
2013/1/4	5	6.2	88.1	0.00 
2013/1/4	6	6.3	86.3	0.00 
2013/1/4	7	6.5	85.9	0.00 
2013/1/4	8	6.3	94	0.00 
2013/1/4	9	7.2	97.3	11.95 
2013/1/4	10	8	97.7	55.84 
2013/1/4	11	8	97.6	51.02 
2013/1/4	12	8	97.9	43.20 
2013/1/4	13	8	98	32.63 
2013/1/4	14	8	97.8	25.05 
2013/1/4	15	7.9	97.1	7.81 
2013/1/4	16	7.9	96.6	0.46 
2013/1/4	17	7.8	96.7	0.00 
2013/1/4	18	7.7	96.7	0.00 
2013/1/4	19	7.6	97	0.00 
2013/1/4	20	7.4	98	0.00 
2013/1/4	21	7.4	98.2	0.00 
2013/1/4	22	7.4	97.9	0.00 
2013/1/4	23	7.2	97.1	0.00 
2013/1/5	0	6.8	97.8	0.00 
2013/1/5	1	6.5	98.1	0.00 
2013/1/5	2	6.2	98.4	0.00 
2013/1/5	3	5.9	98.7	0.00 
2013/1/5	4	5.5	98.8	0.00 
2013/1/5	5	5.3	99	0.00 
2013/1/5	6	5.1	99.2	0.00 
2013/1/5	7	4.8	99.3	0.00 
2013/1/5	8	4.8	99.4	0.92 
2013/1/5	9	5	99.5	16.32 
2013/1/5	10	5.2	99.5	48.95 
2013/1/5	11	5.4	99.5	71.93 
2013/1/5	12	5.6	99.4	137.66 
2013/1/5	13	5.7	99.3	153.51 
2013/1/5	14	5.8	99.1	83.88 
2013/1/5	15	5.8	98.7	27.12 
2013/1/5	16	5.4	98.7	1.61 
2013/1/5	17	5.4	99	0.00 
2013/1/5	18	5.6	99.2	0.00 
2013/1/5	19	5.6	99.3	0.00 
2013/1/5	20	5.5	99.4	0.00 
2013/1/5	21	5.1	99.5	0.00 
2013/1/5	22	5.3	99.5	0.00 
2013/1/5	23	5.5	99.4	0.00 
2013/1/7	0	2.8	99.4	0.00 
2013/1/7	1	2.9	99.5	0.00 
2013/1/7	2	3	99.5	0.00 
2013/1/7	3	3.1	99.6	0.00 
2013/1/7	4	3.1	99.8	0.00 
2013/1/7	5	3	99.9	0.00 
2013/1/7	6	3.1	99.9	0.00 
2013/1/7	7	3.1	100	0.00 
2013/1/7	8	3.2	100	0.46 
2013/1/7	9	3.2	100	22.52 
2013/1/7	10	3.3	100	53.32 
2013/1/7	11	3.6	100	83.42 
2013/1/7	12	3.8	99.2	112.38 
2013/1/7	13	3.9	97	70.55 
2013/1/7	14	3.8	97.8	59.52 
2013/1/7	15	3.8	98.8	16.55 
2013/1/7	16	3.9	99	0.69 
2013/1/7	17	4	98.9	0.00 
2013/1/7	18	4	99.3	0.00 
2013/1/7	19	4.2	99.6	0.00 
2013/1/7	20	4.3	99.7	0.00 
2013/1/7	21	4.2	99.8	0.00 
2013/1/7	22	4.3	99.9	0.00 
2013/1/7	23	4.4	99.9	0.00 
2013/1/7	0	2.8	99.4	0.00 
2013/1/7	1	2.9	99.5	0.00 
2013/1/7	2	3	99.5	0.00 
2013/1/7	3	3.1	99.6	0.00 
2013/1/7	4	3.1	99.8	0.00 
2013/1/7	5	3	99.9	0.00 
2013/1/7	6	3.1	99.9	0.00 
2013/1/7	7	3.1	100	0.00 
2013/1/7	8	3.2	100	0.46 
2013/1/7	9	3.2	100	22.52 
2013/1/7	10	3.3	100	53.32 
2013/1/7	11	3.6	100	83.42 
2013/1/7	12	3.8	99.2	112.38 
2013/1/7	13	3.9	97	70.55 
2013/1/7	14	3.8	97.8	59.52 
2013/1/7	15	3.8	98.8	16.55 
2013/1/7	16	3.9	99	0.69 
2013/1/7	17	4	98.9	0.00 
2013/1/7	18	4	99.3	0.00 
2013/1/7	19	4.2	99.6	0.00 
2013/1/7	20	4.3	99.7	0.00 
2013/1/7	21	4.2	99.8	0.00 
2013/1/7	22	4.3	99.9	0.00 
2013/1/7	23	4.4	99.9	0.00 
2013/1/8	0	4.6	100	0.00 
2013/1/8	1	4.7	100	0.00 
2013/1/8	2	5	100	0.00 
2013/1/8	3	5.2	99.9	0.00 
2013/1/8	4	5.4	99.8	0.00 
2013/1/8	5	5.6	99.8	0.00 
2013/1/8	6	5.8	99.7	0.00 
2013/1/8	7	5.8	99.7	0.00 
2013/1/8	8	5.9	99.7	0.46 
2013/1/8	9	6	99.7	7.12 
2013/1/8	10	6.2	99.7	39.30 
2013/1/8	11	6.4	99.7	61.59 
2013/1/8	12	6.5	99.7	52.40 
2013/1/8	13	6.6	99.8	63.89 
2013/1/8	14	6.6	99.8	40.22 
2013/1/8	15	6.5	99.8	12.41 
2013/1/8	16	6.5	99.7	0.69 
2013/1/8	17	6.4	99.7	0.00 
2013/1/8	18	6.4	99.7	0.00 
2013/1/8	19	6.2	99.6	0.00 
2013/1/8	20	6.1	99.7	0.00 
2013/1/8	21	6	99.6	0.00 
2013/1/8	22	6	99.6	0.00 
2013/1/8	23	5.9	99.7	0.00 
2013/1/9	0	5.7	99.7	0.00 
2013/1/9	1	5.6	99.7	0.00 
2013/1/9	2	5.6	99.7	0.00 
2013/1/9	3	5.5	99.6	0.00 
2013/1/9	4	5.5	99.5	0.00 
2013/1/9	5	5.5	99.5	0.00 
2013/1/9	6	5.5	99.5	0.00 
2013/1/9	7	5.7	99.5	0.00 
2013/1/9	8	5.8	99.5	0.00 
2013/1/9	9	5.9	99.5	6.66 
2013/1/9	10	6	99.4	38.84 
2013/1/9	11	6.1	99.4	48.72 
2013/1/9	12	5.7	99.3	47.11 
2013/1/9	13	4.8	99	45.04 
2013/1/9	14	4.6	98.1	96.98 
2013/1/9	15	4.4	97.1	35.16 
2013/1/9	16	4.5	97.3	4.60 
2013/1/9	17	4.4	96	0.00 
2013/1/9	18	4.1	96.1	0.00 
2013/1/9	19	4.4	95.5	0.00 
2013/1/9	20	4.5	94.5	0.00 
2013/1/9	21	4.1	94.8	0.00 
2013/1/9	22	2.6	93.5	0.00 
2013/1/9	23	1.6	94	0.00 
2013/1/10	0	1.1	92.5	0.00 
2013/1/10	1	1	94.8	0.00 
2013/1/10	2	1.2	98	0.00 
2013/1/10	3	0.8	96	0.00 
2013/1/10	4	0.4	94.2	0.00 
2013/1/10	5	0	82.8	0.00 
2013/1/10	6	-0.1	79.6	0.00 
2013/1/10	7	-0.8	82.8	0.00 
2013/1/10	8	-1.4	87	0.23 
2013/1/10	9	-1.7	87.9	58.37 
2013/1/10	10	-0.8	86.8	225.44 
2013/1/10	11	-0.2	84.8	294.39 
2013/1/10	12	-0.1	84.2	97.21 
2013/1/10	13	0	80.8	83.42 
2013/1/10	14	-0.2	80.3	50.10 
2013/1/10	15	-0.5	79.4	30.56 
2013/1/10	16	-0.6	80.2	2.99 
2013/1/10	17	-0.5	80.6	0.00 
2013/1/10	18	-0.5	77.9	0.00 
2013/1/10	19	-0.5	75.9	0.00 
2013/1/10	20	-0.4	75.6	0.00 
2013/1/10	21	-0.4	74.2	0.00 
2013/1/10	22	-0.4	72.2	0.00 
2013/1/10	23	-0.6	72.1	0.00 
2013/1/11	0	-0.6	73.7	0.00 
2013/1/11	1	-0.8	74.9	0.00 
2013/1/11	2	-1.2	78.4	0.00 
2013/1/11	3	-1.4	80.8	0.00 
2013/1/11	4	-1.4	80.5	0.00 
2013/1/11	5	-1.5	81.7	0.00 
2013/1/11	6	-1.8	83.2	0.00 
2013/1/11	7	-2	84.5	0.00 
2013/1/11	8	-1.6	83.5	0.23 
2013/1/11	9	-1.4	82.1	19.30 
2013/1/11	10	-1.5	83	71.47 
2013/1/11	11	-1.4	82.9	212.58 
2013/1/11	12	-1	78	427.91 
2013/1/11	13	-0.8	73	260.61 
2013/1/11	14	-1	75.2	241.30 
2013/1/11	15	-1.4	78.2	47.34 
2013/1/11	16	-2	81.8	3.91 
2013/1/11	17	-3	87.1	0.00 
2013/1/11	18	-3.6	90.3	0.00 
2013/1/11	19	-2.7	91	0.00 
2013/1/11	20	-2.6	92	0.00 
2013/1/11	21	-2.5	92.6	0.00 
2013/1/11	22	-2.3	92.5	0.00 
2013/1/11	23	-2.2	91.9	0.00 
2013/1/12	0	-2.3	91	0.00 
2013/1/12	1	-2	85.8	0.00 
2013/1/12	2	-2	85.7	0.00 
2013/1/12	3	-1.9	82	0.00 
2013/1/12	4	-2	81.9	0.00 
2013/1/12	5	-2.2	83.5	0.00 
2013/1/12	6	-2.1	83.2	0.00 
2013/1/12	7	-2.2	85.4	0.00 
2013/1/12	8	-2.2	85.4	0.00 
2013/1/12	9	-2	81.6	9.42 
2013/1/12	10	-1.9	80.2	33.78 
2013/1/12	11	-1.8	80.3	50.33 
2013/1/12	12	-1.7	79	56.53 
2013/1/12	13	-1.9	79.8	49.18 
2013/1/12	14	-2	80.3	30.34 
2013/1/12	15	-2.2	81.8	11.95 
2013/1/12	16	-2.2	81.7	0.69 
2013/1/12	17	-2.3	81.4	0.00 
2013/1/12	18	-2.3	80.9	0.00 
2013/1/12	19	-2.4	82.5	0.00 
2013/1/12	20	-2.9	84.5	0.00 
2013/1/12	21	-3.8	87.9	0.00 
2013/1/12	22	-3.7	90.2	0.00 
2013/1/12	23	-3.2	89.3	0.00 
2013/1/13	0	-2.9	86.1	0.00 
2013/1/13	1	-2.7	83.4	0.00 
2013/1/13	2	-2.5	81.4	0.00 
2013/1/13	3	-2.5	80.2	0.00 
2013/1/13	4	-2.5	79	0.00 
2013/1/13	5	-2.5	82.3	0.00 
2013/1/13	6	-2.6	85.5	0.00 
2013/1/13	7	-2.6	87.1	0.00 
2013/1/13	8	-2.8	89.6	0.23 
2013/1/13	9	-2.9	92.3	18.16 
2013/1/13	10	-2.7	93.4	84.11 
2013/1/13	11	-2.6	94	137.66 
2013/1/13	12	-2.3	92.1	221.08 
2013/1/13	13	-2.3	88.6	175.12 
2013/1/13	14	-2.2	86	116.97 
2013/1/13	15	-2.4	81.9	85.72 
2013/1/13	16	-3.6	86.2	6.20 
2013/1/13	17	-4.1	91.4	0.00 
2013/1/13	18	-4.2	93.8	0.00 
2013/1/13	19	-3.2	95.5	0.00 
2013/1/13	20	-2.9	94.5	0.00 
2013/1/13	21	-2.6	94	0.00 
2013/1/13	22	-2.5	93.3	0.00 
2013/1/13	23	-2.4	91.9	0.00 
2013/1/14	0	-2.3	91.6	0.00 
2013/1/14	1	-2.3	91.3	0.00 
2013/1/14	2	-2.3	90.7	0.00 
2013/1/14	3	-2.2	87.4	0.00 
2013/1/14	4	-2.2	87.3	0.00 
2013/1/14	5	-2.1	89.4	0.00 
2013/1/14	6	-2.1	93.9	0.00 
2013/1/14	7	-2.2	94.7	0.00 
2013/1/14	8	-2.3	90.7	0.46 
2013/1/14	9	-2.8	91.9	11.49 
2013/1/14	10	-3.8	98.2	74.23 
2013/1/14	11	-4.3	94.7	132.37 
2013/1/14	12	-4.4	91.9	296.00 
2013/1/14	13	-4.5	93	267.27 
2013/1/14	14	-4.5	90.9	202.69 
2013/1/14	15	-4.4	83.4	102.96 
2013/1/14	16	-4.4	88.9	6.43 
2013/1/14	17	-4.7	90.2	0.00 
2013/1/14	18	-5.1	85	0.00 
2013/1/14	19	-4.6	83.9	0.00 
2013/1/14	20	-4.4	85.8	0.00 
2013/1/14	21	-4.1	88.9	0.00 
2013/1/14	22	-4.3	88.7	0.00 
2013/1/14	23	-4.2	91.7	0.00 
2013/1/15	0	-4	95	0.00 
2013/1/15	1	-3.6	96.8	0.00 
2013/1/15	2	-2.9	97.8	0.00 
2013/1/15	3	-2.7	98.7	0.00 
2013/1/15	4	-2.6	99	0.00 
2013/1/15	5	-2.5	99.1	0.00 
2013/1/15	6	-3	98.9	0.00 
2013/1/15	7	-3.6	98.5	0.00 
2013/1/15	8	-4.2	98	0.92 
2013/1/15	9	-4.4	97.7	38.84 
2013/1/15	10	-4.3	97.4	130.07 
2013/1/15	11	-4.1	96.8	209.13 
2013/1/15	12	-3.6	96	291.86 
2013/1/15	13	-3.6	95.2	325.87 
2013/1/15	14	-4.2	92.9	276.92 
2013/1/15	15	-5.7	92.3	116.28 
2013/1/15	16	-8.4	95.2	9.19 
2013/1/15	17	-8.9	96	0.00 
2013/1/15	18	-11.8	94	0.00 
2013/1/15	19	-13.2	92.8	0.00 
2013/1/15	20	-13.8	92.3	0.00 
2013/1/15	21	-15.1	91.1	0.00 
2013/1/15	22	-15.7	90.6	0.23 
2013/1/15	23	-14.4	91.5	0.46 
2013/1/16	0	-13.1	92.4	0.00 
2013/1/16	1	-13.1	92.4	0.00 
2013/1/16	2	-12.1	93.2	0.00 
2013/1/16	3	-11.2	93.9	0.00 
2013/1/16	4	-10.6	94.4	0.00 
2013/1/16	5	-10.1	94.6	0.00 
2013/1/16	6	-9.6	95	0.00 
2013/1/16	7	-9.2	95.2	0.00 
2013/1/16	8	-8.7	95.6	2.30 
2013/1/16	9	-7.6	96.3	30.56 
2013/1/16	10	-6.6	97	101.12 
2013/1/16	11	-5.7	97.5	199.71 
2013/1/16	12	-5.2	98	254.17 
2013/1/16	13	-4.8	98.2	179.71 
2013/1/16	14	-4.6	98.4	124.10 
2013/1/16	15	-4.6	98.5	59.98 
2013/1/16	16	-5.2	98.3	9.42 
2013/1/16	17	-5.8	98	0.00 
2013/1/16	18	-6.4	97.6	0.00 
2013/1/16	19	-6.8	97.3	0.00 
2013/1/16	20	-7	97	0.00 
2013/1/16	21	-7.9	96.7	0.00 
2013/1/16	22	-9.1	95.9	0.00 
2013/1/16	23	-8.4	96.4	0.00 
2013/1/17	0	-8.4	96.3	0.00 
2013/1/17	1	-9.8	95.5	0.00 
2013/1/17	2	-11	94.5	0.00 
2013/1/17	3	-10.1	95.2	0.00 
2013/1/17	4	-9.8	95.3	0.00 
2013/1/17	5	-9.7	95.1	0.00 
2013/1/17	6	-8.6	95.9	0.00 
2013/1/17	7	-8.4	96	0.00 
2013/1/17	8	-8.8	95.8	1.15 
2013/1/17	9	-7.8	96.4	25.51 
2013/1/17	10	-7.2	96.8	105.48 
2013/1/17	11	-5.9	97.5	190.97 
2013/1/17	12	-4.6	98.2	157.42 
2013/1/17	13	-5.2	98.1	169.60 
2013/1/17	14	-5.6	98	189.36 
2013/1/17	15	-6.7	97.4	64.12 
2013/1/17	16	-7.2	97	11.49 
2013/1/17	17	-7.5	96.7	0.00 
2013/1/17	18	-7.8	96.4	0.00 
2013/1/17	19	-8	96.3	0.00 
2013/1/17	20	-8.1	96.2	0.00 
2013/1/17	21	-8.5	96	0.00 
2013/1/17	22	-8.9	95.6	0.00 
2013/1/17	23	-9.7	95.1	0.00 
2013/1/18	0	-9.3	95.4	0.00 
2013/1/18	1	-8.8	95.7	0.00 
2013/1/18	2	-6.6	96.9	0.23 
2013/1/18	3	-4.7	97.9	0.23 
2013/1/18	4	-4.2	98.2	0.00 
2013/1/18	5	-4	98.4	0.00 
2013/1/18	6	-4.1	98.3	0.00 
2013/1/18	7	-4.6	97.6	0.00 
2013/1/18	8	-4.7	94.5	1.84 
2013/1/18	9	-4.7	91.9	25.28 
2013/1/18	10	-4.6	93	68.48 
2013/1/18	11	-4.5	90.1	110.54 
2013/1/18	12	-4.5	89.3	228.89 
2013/1/18	13	-4.4	87.9	279.45 
2013/1/18	14	-4.6	88.1	148.69 
2013/1/18	15	-4.1	90.8	62.28 
2013/1/18	16	-3.8	94.5	6.89 
2013/1/18	17	-3.7	94.2	0.00 
2013/1/18	18	-3.6	91.9	0.00 
2013/1/18	19	-3.3	91.8	0.00 
2013/1/18	20	-3.4	93.2	0.00 
2013/1/18	21	-3.6	91.2	0.00 
2013/1/18	22	-3.6	85.6	0.00 
2013/1/18	23	-3.8	82.7	0.00 
2013/1/19	0	-4.2	82.6	0.00 
2013/1/19	1	-5.8	80.3	0.00 
2013/1/19	2	-5.9	83.3	0.00 
2013/1/19	3	-5.4	83.1	0.00 
2013/1/19	4	-5.2	79.8	0.00 
2013/1/19	5	-5.1	77	0.00 
2013/1/19	6	-5.1	80	0.00 
2013/1/19	7	-5.1	83	0.00 
2013/1/19	8	-5.3	86.6	2.53 
2013/1/19	9	-5.2	84.1	57.68 
2013/1/19	10	-5.6	85.5	162.71 
2013/1/19	11	-5.4	82.7	417.11 
2013/1/19	12	-5	77.1	504.67 
2013/1/19	13	-5	72.6	472.26 
2013/1/19	14	-5	72.5	352.99 
2013/1/19	15	-5.5	75.2	168.22 
2013/1/19	16	-7.2	83.8	17.24 
2013/1/19	17	-8.2	90.8	0.00 
2013/1/19	18	-8.9	92.9	0.00 
2013/1/19	19	-9.3	94.5	0.00 
2013/1/19	20	-9.7	95	0.00 
2013/1/19	21	-9.6	95.3	0.00 
2013/1/19	22	-7.9	94.6	0.00 
2013/1/19	23	-7.3	92.6	0.00 
2013/1/20	0	-7.3	91.1	0.00 
2013/1/20	1	-7.1	90.8	0.00 
2013/1/20	2	-6.9	89.8	0.00 
2013/1/20	3	-7.1	89.4	0.00 
2013/1/20	4	-7.2	89.5	0.00 
2013/1/20	5	-7.2	88.9	0.00 
2013/1/20	6	-7.7	87.4	0.00 
2013/1/20	7	-8.6	88.1	0.00 
2013/1/20	8	-8.9	90.1	2.76 
2013/1/20	9	-8.6	91.4	49.18 
2013/1/20	10	-8	91.5	139.04 
2013/1/20	11	-7.3	90.3	228.43 
2013/1/20	12	-6.5	89.3	263.82 
2013/1/20	13	-6	89.3	211.20 
2013/1/20	14	-5.1	90.4	162.02 
2013/1/20	15	-4.2	91.2	70.55 
2013/1/20	16	-4.1	91.8	8.96 
2013/1/20	17	-3.8	92.8	0.00 
2013/1/20	18	-3.3	91.8	0.00 
2013/1/20	19	-2.6	90.9	0.00 
2013/1/20	20	-2.4	88.6	0.00 
2013/1/20	21	-2.5	86.9	0.00 
2013/1/20	22	-2.6	85.8	0.00 
2013/1/20	23	-3.2	85.5	0.00 
2013/1/21	0	-3.7	85.2	0.00 
2013/1/21	1	-4	84.4	0.00 
2013/1/21	2	-4.1	82.7	0.00 
2013/1/21	3	-4.5	83	0.00 
2013/1/21	4	-4.4	82.2	0.00 
2013/1/21	5	-4	81.9	0.00 
2013/1/21	6	-3.8	80.9	0.00 
2013/1/21	7	-4.5	80.8	0.00 
2013/1/21	8	-5	82.5	2.99 
2013/1/21	9	-4.9	82.8	107.09 
2013/1/21	10	-4.4	82	294.62 
2013/1/21	11	-3.5	80.8	418.72 
2013/1/21	12	-3.2	76.4	523.28 
2013/1/21	13	-3.2	73.9	502.60 
2013/1/21	14	-3.3	76	294.16 
2013/1/21	15	-3.2	80	76.07 
2013/1/21	16	-3.3	80	13.10 
2013/1/21	17	-3.4	81.1	0.00 
2013/1/21	18	-3.3	81.4	0.00 
2013/1/21	19	-3.3	81.8	0.00 
2013/1/21	20	-3.7	79.5	0.00 
2013/1/21	21	-3.4	80.5	0.00 
2013/1/21	22	-3	81.7	0.00 
2013/1/21	23	-3	81.2	0.00 
2013/1/22	0	-3.3	83.8	0.00 
2013/1/22	1	-3.6	85.8	0.00 
2013/1/22	2	-3.7	86.4	0.00 
2013/1/22	3	-3.6	86.7	0.00 
2013/1/22	4	-3.7	88.5	0.00 
2013/1/22	5	-3.6	88.2	0.00 
2013/1/22	6	-3.6	88.5	0.00 
2013/1/22	7	-3.6	88	0.00 
2013/1/22	8	-3.6	86.7	3.22 
2013/1/22	9	-3.5	87.7	53.09 
2013/1/22	10	-3.4	88.8	123.18 
2013/1/22	11	-3.2	86.8	299.90 
2013/1/22	12	-2.9	85.1	438.94 
2013/1/22	13	-3	86.9	259.46 
2013/1/22	14	-3	87.5	107.78 
2013/1/22	15	-3.2	87.4	74.46 
2013/1/22	16	-3.3	88.5	22.29 
2013/1/22	17	-3.2	87.2	0.00 
2013/1/22	18	-3.1	83	0.00 
2013/1/22	19	-3.3	83.6	0.00 
2013/1/22	20	-3.4	85.8	0.00 
2013/1/22	21	-3.2	83.5	0.00 
2013/1/22	22	-3.2	81	0.00 
2013/1/22	23	-3.4	79.9	0.00 
2013/1/23	0	-3.6	78.7	0.00 
2013/1/23	1	-3.7	79.1	0.00 
2013/1/23	2	-3.9	79.3	0.00 
2013/1/23	3	-4.1	79.5	0.00 
2013/1/23	4	-4.4	81.2	0.00 
2013/1/23	5	-4.5	82.3	0.00 
2013/1/23	6	-4.6	81.6	0.00 
2013/1/23	7	-4.6	79.7	0.00 
2013/1/23	8	-4.5	77.6	3.22 
2013/1/23	9	-4.5	76.5	34.70 
2013/1/23	10	-4.7	81.8	88.71 
2013/1/23	11	-4.7	80.7	131.68 
2013/1/23	12	-4.5	79	231.42 
2013/1/23	13	-4.2	76.4	307.72 
2013/1/23	14	-4.5	74.5	162.25 
2013/1/23	15	-4.9	75.3	71.93 
2013/1/23	16	-5.2	77.6	18.84 
2013/1/23	17	-5.5	80.7	0.00 
2013/1/23	18	-5.7	79.2	0.00 
2013/1/23	19	-6.5	78	0.00 
2013/1/23	20	-7.5	81.8	0.00 
2013/1/23	21	-9	85.2	0.00 
2013/1/23	22	-10.2	90.4	0.00 
2013/1/23	23	-9.2	91.4	0.00 
2013/1/24	0	-9.4	90.7	0.00 
2013/1/24	1	-9.6	91.1	0.00 
2013/1/24	2	-9.2	91.8	0.23 
2013/1/24	3	-8.2	92.2	0.00 
2013/1/24	4	-8.4	91.5	0.00 
2013/1/24	5	-8.3	92.8	0.00 
2013/1/24	6	-8.5	92.9	0.00 
2013/1/24	7	-8.6	93.6	0.00 
2013/1/24	8	-9	94.4	3.45 
2013/1/24	9	-9.1	95.6	207.98 
2013/1/24	10	-8.6	96	493.63 
2013/1/24	11	-8	94.9	622.56 
2013/1/24	12	-7.1	91.7	616.12 
2013/1/24	13	-6	86.9	790.32 
2013/1/24	14	-5	80.7	665.30 
2013/1/24	15	-4.7	77.5	353.68 
2013/1/24	16	-5.8	79.3	63.89 
2013/1/24	17	-8	82.9	0.00 
2013/1/24	18	-9.7	87.4	0.00 
2013/1/24	19	-10.9	91.8	0.00 
2013/1/24	20	-11.6	93.6	0.00 
2013/1/24	21	-12.1	94.1	0.00 
2013/1/24	22	-11	94	0.92 
2013/1/24	23	-9.2	95	0.92 
2013/1/25	0	-8.7	95.3	0.00 
2013/1/25	1	-7.4	96.3	0.00 
2013/1/25	2	-9.4	95.1	0.00 
2013/1/25	3	-9.3	95.4	0.00 
2013/1/25	4	-10.8	94.5	0.00 
2013/1/25	5	-11.5	93.9	0.00 
2013/1/25	6	-11	94	0.92 
2013/1/25	7	-7.9	96	0.69 
2013/1/25	8	-6.6	96.4	3.45 
2013/1/25	9	-6.5	96	46.65 
2013/1/25	10	-5.6	95.3	125.94 
2013/1/25	11	-4.8	94.1	287.49 
2013/1/25	12	-4.8	94.4	196.03 
2013/1/25	13	-4.4	94.4	266.58 
2013/1/25	14	-3.8	92.9	271.64 
2013/1/25	15	-2.9	89.5	80.89 
2013/1/25	16	-2.2	85.2	6.89 
2013/1/25	17	-2.3	81.3	0.00 
2013/1/25	18	-2.6	77.9	0.00 
2013/1/25	19	-3.5	75.5	0.00 
2013/1/25	20	-4	74.9	0.00 
2013/1/25	21	-4.7	79.2	0.00 
2013/1/25	22	-5	81.9	0.00 
2013/1/25	23	-4.9	81.9	0.00 
2013/1/26	0	-4.3	77.2	0.00 
2013/1/26	1	-4.4	76.7	0.00 
2013/1/26	2	-4.4	79.3	0.00 
2013/1/26	3	-4.4	80.3	0.00 
2013/1/26	4	-4.6	81.4	0.00 
2013/1/26	5	-4.4	81.4	0.00 
2013/1/26	6	-4.3	83.4	0.00 
2013/1/26	7	-4.4	84.1	0.00 
2013/1/26	8	-4.4	85.2	4.14 
2013/1/26	9	-4.5	86.2	55.38 
2013/1/26	10	-4.4	86.7	113.76 
2013/1/26	11	-4.9	85.6	159.72 
2013/1/26	12	-5.6	87.4	140.41 
2013/1/26	13	-5.6	89.1	121.80 
2013/1/26	14	-5	89.2	118.35 
2013/1/26	15	-4.6	88.7	65.96 
2013/1/26	16	-4.5	88.5	13.10 
2013/1/26	17	-4.4	89.4	0.00 
2013/1/26	18	-4.5	94.9	0.00 
2013/1/26	19	-4.4	95.5	0.00 
2013/1/26	20	-4.2	94.9	0.00 
2013/1/26	21	-4	94.9	0.00 
2013/1/26	22	-3.6	94.5	0.00 
2013/1/26	23	-3.3	94.3	0.00 
2013/1/27	0	-3.2	94.9	0.00 
2013/1/27	1	-3.1	95.6	0.00 
2013/1/27	2	-2.8	96.8	0.69 
2013/1/27	3	-2.2	97.9	0.46 
2013/1/27	4	-1.4	99	0.23 
2013/1/27	5	-0.2	99.5	0.00 
2013/1/27	6	0.4	99.9	0.00 
